grant_id,user_id,entitlement,privileged,granted_at,approved_by,grant_status,temporary,expires_at
G00400,U0163,PAYMENT_INITIATE,False,2024-12-27,U0251,active,False,
G00401,U0163,GL_POST,False,2025-01-22,U0058,active,False,
G00402,U0164,PROD_ADMIN,True,2024-06-03,U0197,active,False,
G00403,U0164,USER_ADMIN,True,2024-10-27,U0204,revoked,False,
G00404,U0164,GL_POST,False,2025-01-28,U0212,revoked,False,
G00405,U0165,CORE_TELLER,False,2024-04-27,U0267,active,False,
G00406,U0165,REPORT_VIEW,False,2025-12-18,U0197,active,False,
G00407,U0166,CORE_TELLER,False,2024-09-11,U0105,active,False,
G00408,U0166,REPORT_VIEW,False,2024-08-07,U0153,active,False,
G00409,U0166,DEV_DEPLOY,True,2026-02-17,U0058,active,False,
G00410,U0166,DWH_QUERY,False,2025-08-24,U0250,active,False,
G00411,U0167,GL_CLOSE,True,2025-11-23,U0227,active,False,
G00412,U0168,DB_ADMIN,True,2025-02-04,U0219,active,False,
G00413,U0169,DEV_DEPLOY,True,2024-08-31,U0043,active,False,
G00414,U0169,PAYMENT_APPROVE,True,2025-03-10,U0166,active,False,
G00415,U0170,DWH_QUERY,False,2026-02-22,U0239,active,False,
G00416,U0170,CORE_VIEW,False,2026-01-26,U0219,active,False,
G00417,U0170,REPORT_VIEW,False,2024-11-18,U0219,active,False,
G00418,U0171,DB_ADMIN,True,2026-04-19,U0110,active,False,
G00419,U0172,PAYMENT_APPROVE,True,2026-04-05,,active,False,
G00420,U0172,DWH_QUERY,False,2024-02-10,U0153,active,False,
G00421,U0172,GL_CLOSE,True,2025-06-18,U0183,active,False,
G00422,U0172,SEC_CONFIG,True,2026-02-25,U0197,active,False,
G00423,U0173,PROD_ADMIN,True,2025-06-27,U0046,active,False,
G00424,U0174,SEC_CONFIG,True,2026-01-01,U0251,active,False,
G00425,U0175,DWH_QUERY,False,2025-02-27,U0105,active,False,
G00426,U0176,DB_ADMIN,True,2025-01-02,U0006,active,False,
G00427,U0176,DWH_QUERY,False,2026-03-08,U0110,revoked,False,
G00428,U0176,PAYMENT_APPROVE,True,2025-10-19,U0234,revoked,False,
G00429,U0177,PROD_ADMIN,True,2025-03-22,,active,False,
G00431,U0178,SEC_CONFIG,True,2024-12-06,U0058,active,False,
G00432,U0178,REPORT_VIEW,False,2025-11-06,U0267,active,False,
G00433,U0178,PAYMENT_INITIATE,False,2026-04-07,U0234,active,False,
G00434,U0179,CRM_AGENT,False,2025-06-01,U0251,active,False,
G00435,U0179,GL_POST,False,2026-01-29,U0197,active,False,
G00436,U0179,PAYMENT_APPROVE,True,2025-07-07,U0296,active,False,
G00437,U0179,DEV_DEPLOY,True,2024-12-22,U0043,active,False,
G00438,U0180,DB_ADMIN,True,2026-04-18,U0197,active,False,
G00439,U0181,DB_ADMIN,True,2024-05-19,U0282,active,False,
G00440,U0181,DEV_DEPLOY,True,2025-02-25,U0176,active,False,
G00441,U0181,CORE_TELLER,False,2026-03-25,U0149,active,False,
G00443,U0182,GL_POST,False,2026-03-05,U0251,active,False,
G00444,U0182,DWH_QUERY,False,2026-01-31,U0158,active,False,
G00445,U0183,GL_POST,False,2024-02-05,U0046,active,False,
G00446,U0184,REPORT_VIEW,False,2026-01-06,U0222,active,False,
G00447,U0185,PAYMENT_INITIATE,False,2026-05-11,U0105,active,False,
G00448,U0185,CRM_AGENT,False,2026-01-29,U0250,active,False,
G00449,U0185,GL_CLOSE,True,2024-12-16,U0006,active,False,
G00450,U0185,PROD_ADMIN,True,2025-06-09,U0010,active,False,
G00451,U0186,GL_POST,False,2025-09-20,U0222,active,False,
G00453,U0186,SEC_CONFIG,True,2025-03-29,U0212,active,False,
G00454,U0186,USER_ADMIN,True,2024-05-19,U0058,active,False,
G00455,U0187,DB_ADMIN,True,2024-02-17,U0296,active,False,
G00456,U0187,CORE_TELLER,False,2024-07-11,U0110,active,False,
G00457,U0187,DEV_DEPLOY,True,2024-08-01,U0250,active,False,
G00458,U0187,SEC_CONFIG,True,2025-10-07,U0079,active,False,
G00459,U0188,USER_ADMIN,True,2024-07-12,U0227,active,False,
G00460,U0188,PROD_ADMIN,True,2025-08-26,U0251,active,False,
G00461,U0189,DWH_QUERY,False,2026-06-14,U0114,active,False,
G00462,U0189,DEV_DEPLOY,True,2024-06-27,U0296,active,False,
G00463,U0190,CRM_AGENT,False,2025-07-07,U0238,active,False,
G00464,U0191,CORE_VIEW,False,2024-11-12,U0183,active,False,
G00465,U0191,PAYMENT_INITIATE,False,2026-04-19,U0239,active,False,
G00466,U0192,DEV_DEPLOY,True,2025-01-06,U0219,active,False,
G00467,U0193,DEV_DEPLOY,True,2026-03-27,U0006,active,False,
G00469,U0193,SEC_CONFIG,True,2025-01-03,U0058,active,False,
G00470,U0194,PROD_ADMIN,True,2025-04-20,U0282,active,False,
G00471,U0194,PAYMENT_APPROVE,True,2024-07-27,U0176,active,False,
G00472,U0194,GL_POST,False,2025-11-11,U0251,active,False,
G00473,U0195,PROD_ADMIN,True,2025-11-24,U0149,active,False,
G00474,U0196,PAYMENT_INITIATE,False,2024-03-11,U0105,active,False,
G00475,U0196,CRM_AGENT,False,2024-02-29,U0204,active,False,
G00476,U0197,SEC_CONFIG,True,2024-03-27,U0114,active,False,
G00477,U0197,DWH_QUERY,False,2025-09-10,U0290,active,False,
G00478,U0198,DWH_QUERY,False,2025-04-25,U0267,active,False,
G00479,U0198,PAYMENT_INITIATE,False,2025-05-15,U0238,active,False,
G00480,U0198,CORE_VIEW,False,2024-06-23,U0043,active,False,
G00481,U0199,GL_POST,False,2024-06-03,U0058,active,False,
G00482,U0199,DWH_QUERY,False,2025-06-16,U0158,active,False,
G00483,U0199,USER_ADMIN,True,2024-05-11,U0267,active,False,
G00484,U0199,CRM_AGENT,False,2025-08-05,U0250,active,False,
G00485,U0200,USER_ADMIN,True,2025-03-11,U0043,active,False,
G00486,U0200,SEC_CONFIG,True,2025-12-05,U0250,active,False,
G00487,U0200,GL_POST,False,2024-09-06,U0282,active,False,
G00488,U0201,SEC_CONFIG,True,2025-02-19,U0222,active,True,2026-08-30
G00489,U0201,CRM_AGENT,False,2025-06-22,U0251,active,False,
G00490,U0202,PAYMENT_INITIATE,False,2024-07-13,U0197,active,False,
G00491,U0202,CORE_TELLER,False,2025-06-24,U0204,active,False,
G00492,U0202,SEC_CONFIG,True,2025-08-23,U0158,active,False,
G00493,U0202,PROD_ADMIN,True,2025-05-24,U0114,active,False,
G00494,U0203,PAYMENT_INITIATE,False,2025-07-26,U0250,active,False,
G00495,U0204,SEC_CONFIG,True,2026-03-22,U0183,active,False,
G00496,U0204,DB_ADMIN,True,2026-03-04,U0046,active,False,
G00497,U0204,CORE_TELLER,False,2026-04-28,U0166,active,False,
G00498,U0204,PROD_ADMIN,True,2025-09-18,U0197,active,False,
G00499,U0205,CRM_AGENT,False,2024-06-06,U0105,revoked,False,
G00500,U0206,DEV_DEPLOY,True,2024-02-08,U0212,active,False,
G00501,U0207,USER_ADMIN,True,2025-10-30,U0239,active,False,
G00502,U0208,SEC_CONFIG,True,2024-10-26,U0296,active,True,2026-06-29
G00503,U0209,SEC_CONFIG,True,2024-06-15,U0227,active,False,
G00504,U0209,PAYMENT_INITIATE,False,2025-10-06,U0197,active,False,
G00505,U0209,DB_ADMIN,True,2026-02-23,U0153,active,False,
G00506,U0209,DEV_DEPLOY,True,2026-01-06,U0010,active,False,
G00507,U0210,PAYMENT_INITIATE,False,2026-04-28,U0239,active,False,
G00508,U0210,GL_CLOSE,True,2026-04-04,U0153,active,False,
G00509,U0211,USER_ADMIN,True,2025-03-09,U0105,active,False,
G00510,U0212,DEV_DEPLOY,True,2026-04-07,U0251,active,False,
G00511,U0212,PAYMENT_APPROVE,True,2026-05-19,U0149,active,False,
G00512,U0212,CRM_AGENT,False,2025-06-22,U0282,active,False,
G00513,U0213,REPORT_VIEW,False,2025-05-26,U0222,active,False,
G00514,U0213,CORE_VIEW,False,2024-03-08,U0114,active,False,
G00515,U0214,SEC_CONFIG,True,2024-10-02,U0238,active,False,
G00516,U0214,DEV_DEPLOY,True,2026-01-23,U0183,active,False,
G00517,U0215,SEC_CONFIG,True,2025-06-12,U0251,active,False,
G00518,U0216,REPORT_VIEW,False,2025-06-11,U0234,active,False,
G00519,U0216,PAYMENT_INITIATE,False,2024-08-18,U0110,active,False,
G00521,U0216,PROD_ADMIN,True,2024-10-16,U0176,active,False,
G00522,U0217,SEC_CONFIG,True,2024-11-24,U0043,active,False,
G00523,U0217,PAYMENT_APPROVE,True,2024-04-28,U0153,active,False,
G00524,U0217,PROD_ADMIN,True,2024-04-28,U0250,active,False,
G00525,U0217,USER_ADMIN,True,2025-12-20,U0176,active,False,
G00526,U0218,CORE_TELLER,False,2025-05-15,U0079,active,False,
G00527,U0218,GL_POST,False,2024-11-20,U0296,active,False,
G00528,U0218,PAYMENT_INITIATE,False,2026-03-14,U0006,active,False,
G00529,U0218,DB_ADMIN,True,2024-01-27,U0212,active,False,
G00530,U0219,SEC_CONFIG,True,2025-08-24,U0290,active,False,
G00531,U0220,CORE_VIEW,False,2025-05-21,U0149,active,False,
G00532,U0220,DB_ADMIN,True,2026-02-03,U0149,active,False,
G00533,U0221,DB_ADMIN,True,2025-09-03,U0079,active,False,
G00534,U0221,CORE_TELLER,False,2024-12-19,U0079,active,False,
G00535,U0221,SEC_CONFIG,True,2025-02-08,U0079,active,False,
G00536,U0221,CRM_AGENT,False,2024-12-26,U0153,active,False,
G00537,U0222,REPORT_VIEW,False,2026-05-07,U0219,active,False,
G00538,U0222,GL_POST,False,2025-05-30,U0153,active,False,
G00539,U0222,DEV_DEPLOY,True,2024-01-17,U0197,active,False,
G00540,U0222,PAYMENT_APPROVE,True,2025-08-31,U0046,active,True,2026-07-03
G00541,U0223,CORE_VIEW,False,2024-08-04,U0110,active,False,
G00542,U0223,REPORT_VIEW,False,2024-05-30,U0105,active,False,
G00543,U0223,GL_POST,False,2025-05-05,U0290,active,False,
G00544,U0223,DB_ADMIN,True,2026-05-19,U0250,active,False,
G00545,U0224,USER_ADMIN,True,2025-02-25,U0183,active,False,
G00546,U0224,CORE_VIEW,False,2026-04-09,U0149,active,False,
G00547,U0224,PAYMENT_INITIATE,False,2024-09-17,U0296,active,False,
G00548,U0224,DB_ADMIN,True,2024-03-16,U0183,active,False,
G00549,U0225,PAYMENT_APPROVE,True,2024-11-27,U0149,active,False,
G00550,U0225,CORE_TELLER,False,2024-01-15,U0250,active,False,
G00551,U0225,CRM_AGENT,False,2026-03-07,U0153,active,False,
G00552,U0225,GL_CLOSE,True,2025-06-22,U0222,active,False,
G00553,U0226,CORE_TELLER,False,2025-03-20,U0296,active,False,
G00554,U0226,DWH_QUERY,False,2025-08-27,U0183,active,False,
G00555,U0226,GL_POST,False,2025-02-10,U0183,active,False,
G00556,U0227,REPORT_VIEW,False,2025-03-22,U0046,revoked,False,
G00557,U0227,CRM_AGENT,False,2025-01-13,U0227,revoked,False,
G00558,U0227,GL_POST,False,2025-06-07,U0197,revoked,False,
G00559,U0227,CORE_TELLER,False,2026-02-13,U0153,revoked,False,
G00560,U0228,CRM_AGENT,False,2024-11-23,U0219,active,False,
G00561,U0228,DB_ADMIN,True,2025-07-30,U0251,active,False,
G00562,U0228,CORE_TELLER,False,2025-02-27,U0250,active,False,
G00563,U0229,GL_CLOSE,True,2025-12-12,U0212,active,False,
G00564,U0229,DWH_QUERY,False,2024-02-04,U0234,active,False,
G00565,U0229,DB_ADMIN,True,2026-03-20,U0158,active,False,
G00566,U0230,SEC_CONFIG,True,2025-06-29,U0149,active,False,
G00567,U0230,PAYMENT_INITIATE,False,2025-12-30,U0176,active,False,
G00568,U0230,GL_CLOSE,True,2025-07-05,U0166,active,False,
G00570,U0231,GL_CLOSE,True,2026-02-05,U0197,active,False,
G00571,U0231,CORE_TELLER,False,2025-11-11,U0296,active,False,
G00572,U0232,GL_CLOSE,True,2026-02-02,U0250,active,False,
G00573,U0232,CORE_TELLER,False,2025-04-10,U0043,active,False,
G00574,U0232,PAYMENT_INITIATE,False,2025-08-05,U0239,active,False,
G00575,U0232,SEC_CONFIG,True,2024-07-03,U0197,active,False,
G00576,U0233,DWH_QUERY,False,2025-08-14,U0110,active,False,
G00577,U0233,PROD_ADMIN,True,2024-10-22,U0110,active,False,
G00578,U0233,SEC_CONFIG,True,2024-11-30,U0212,active,False,
G00579,U0234,GL_CLOSE,True,2026-06-14,U0239,active,False,
G00580,U0234,PROD_ADMIN,True,2026-03-16,U0222,active,False,
G00581,U0234,DB_ADMIN,True,2025-08-22,U0166,active,False,
G00582,U0234,CORE_TELLER,False,2024-09-17,U0043,active,False,
G00583,U0235,CORE_VIEW,False,2025-09-08,U0197,active,False,
G00584,U0235,GL_POST,False,2025-07-19,U0222,active,False,
G00585,U0236,CORE_VIEW,False,2025-12-03,U0176,active,False,
G00586,U0236,CORE_TELLER,False,2024-03-08,U0046,active,False,
G00587,U0236,USER_ADMIN,True,2025-11-19,U0239,active,False,
G00588,U0237,CORE_VIEW,False,2024-03-25,U0296,active,False,
G00589,U0237,GL_CLOSE,True,2025-01-20,,active,False,
G00590,U0238,PAYMENT_INITIATE,False,2026-05-19,U0176,active,False,
G00591,U0238,CORE_TELLER,False,2024-12-02,U0290,active,False,
G00592,U0238,DEV_DEPLOY,True,2026-04-11,U0290,active,False,
G00593,U0238,GL_POST,False,2026-01-17,U0222,active,False,
G00594,U0239,DWH_QUERY,False,2025-06-19,U0219,revoked,False,
G00595,U0239,DEV_DEPLOY,True,2024-10-26,U0250,active,False,
G00596,U0239,REPORT_VIEW,False,2024-07-03,U0238,revoked,False,
G00597,U0240,PAYMENT_INITIATE,False,2025-03-09,U0010,active,False,
G00599,U0241,PAYMENT_INITIATE,False,2024-01-26,U0046,active,False,
G00600,U0241,CRM_AGENT,False,2026-05-02,U0197,active,False,
G00601,U0241,CORE_VIEW,False,2026-03-20,U0250,active,False,
G00602,U0242,SEC_CONFIG,True,2026-01-15,U0204,active,False,
G00603,U0242,CORE_TELLER,False,2024-02-04,U0176,active,False,
G00604,U0242,CORE_VIEW,False,2026-03-14,U0227,active,False,
G00605,U0242,DB_ADMIN,True,2025-11-06,U0166,active,False,
G00606,U0243,DB_ADMIN,True,2024-10-18,U0267,active,False,
G00607,U0243,REPORT_VIEW,False,2026-06-13,U0267,active,False,
G00608,U0243,USER_ADMIN,True,2024-03-22,U0212,active,False,
G00609,U0243,PAYMENT_INITIATE,False,2024-07-05,U0204,active,False,
G00610,U0244,CORE_VIEW,False,2026-03-22,U0234,active,False,
G00611,U0245,PAYMENT_INITIATE,False,2025-11-30,U0046,active,False,
G00612,U0245,PROD_ADMIN,True,2024-10-29,U0245,active,False,
G00614,U0246,PAYMENT_INITIATE,False,2024-12-11,U0282,active,False,
G00615,U0246,REPORT_VIEW,False,2026-03-01,U0204,active,False,
G00616,U0247,DEV_DEPLOY,True,2025-01-09,U0296,active,False,
G00617,U0247,GL_POST,False,2025-08-25,U0290,active,False,
G00618,U0247,PAYMENT_INITIATE,False,2024-10-23,U0234,active,False,
G00619,U0248,CRM_AGENT,False,2024-07-02,U0166,active,False,
G00620,U0248,DB_ADMIN,True,2026-02-16,U0114,active,False,
G00621,U0248,CORE_VIEW,False,2025-12-29,U0212,active,False,
G00622,U0248,GL_CLOSE,True,2024-02-18,U0158,active,False,
G00623,U0249,GL_POST,False,2025-02-09,U0176,active,False,
G00624,U0249,PAYMENT_INITIATE,False,2024-03-24,U0183,active,False,
G00625,U0249,CORE_VIEW,False,2024-08-04,U0238,active,False,
G00626,U0249,REPORT_VIEW,False,2024-09-01,U0197,active,False,
G00628,U0250,REPORT_VIEW,False,2025-04-18,U0114,active,False,
G00629,U0250,GL_POST,False,2025-08-06,U0204,active,False,
G00630,U0251,REPORT_VIEW,False,2025-02-23,U0166,active,False,
G00631,U0251,USER_ADMIN,True,2025-11-13,U0149,active,False,
G00632,U0252,REPORT_VIEW,False,2025-03-14,U0105,active,False,
G00633,U0252,CORE_VIEW,False,2025-12-06,U0114,active,False,
G00634,U0252,PAYMENT_INITIATE,False,2026-05-12,U0010,active,False,
G00635,U0253,GL_POST,False,2024-12-16,U0149,active,False,
G00636,U0253,DWH_QUERY,False,2024-10-11,U0110,active,False,
G00637,U0253,SEC_CONFIG,True,2026-01-14,U0267,active,False,
G00638,U0253,DEV_DEPLOY,True,2024-05-13,U0197,active,False,
G00639,U0254,DB_ADMIN,True,2026-01-28,U0219,active,False,
G00640,U0254,GL_CLOSE,True,2026-04-08,U0227,active,False,
G00641,U0254,CORE_TELLER,False,2026-02-17,U0105,active,False,
G00642,U0255,DWH_QUERY,False,2025-05-29,U0197,active,False,
G00643,U0255,USER_ADMIN,True,2024-12-27,U0296,active,False,
G00644,U0255,PROD_ADMIN,True,2025-03-04,,active,False,
G00646,U0256,DEV_DEPLOY,True,2025-03-25,U0204,active,False,
G00647,U0257,CRM_AGENT,False,2024-09-23,U0239,active,False,
G00648,U0257,DWH_QUERY,False,2025-12-29,U0296,active,False,
G00649,U0257,PROD_ADMIN,True,2025-11-26,U0239,active,False,
G00650,U0257,USER_ADMIN,True,2026-01-02,U0290,active,False,
G00651,U0258,DB_ADMIN,True,2026-04-23,U0043,active,False,
G00652,U0258,DEV_DEPLOY,True,2026-04-29,U0149,active,False,
G00653,U0258,CRM_AGENT,False,2024-03-08,U0149,active,False,
G00654,U0258,REPORT_VIEW,False,2025-04-19,U0219,active,False,
G00655,U0259,GL_CLOSE,True,2025-04-01,U0234,revoked,False,
G00656,U0259,PROD_ADMIN,True,2024-11-09,U0250,revoked,False,
G00657,U0259,PAYMENT_APPROVE,True,2024-09-29,U0153,revoked,False,
G00658,U0260,CRM_AGENT,False,2026-01-09,U0043,active,False,
G00659,U0260,GL_POST,False,2025-03-12,U0183,active,False,
G00661,U0261,DEV_DEPLOY,True,2024-03-18,U0239,active,False,
G00662,U0261,PAYMENT_INITIATE,False,2026-02-25,U0114,active,False,
G00663,U0261,DWH_QUERY,False,2026-06-01,U0058,active,False,
G00664,U0262,PAYMENT_APPROVE,True,2025-07-21,U0197,active,False,
G00665,U0262,USER_ADMIN,True,2024-09-11,U0046,active,False,
G00666,U0262,DEV_DEPLOY,True,2025-01-10,U0158,active,False,
G00667,U0262,DWH_QUERY,False,2025-03-15,U0250,active,False,
G00668,U0263,DEV_DEPLOY,True,2024-03-01,U0043,active,False,
G00669,U0264,PAYMENT_APPROVE,True,2025-12-26,U0043,active,False,
G00670,U0264,SEC_CONFIG,True,2024-07-23,U0110,active,False,
G00671,U0264,CORE_VIEW,False,2025-01-13,U0149,active,False,
G00672,U0265,GL_POST,False,2026-03-03,U0110,active,False,
G00673,U0265,REPORT_VIEW,False,2026-03-29,U0079,active,False,
G00674,U0266,GL_CLOSE,True,2025-02-24,U0234,active,False,
G00675,U0266,REPORT_VIEW,False,2025-05-16,U0153,active,False,
G00676,U0266,PAYMENT_APPROVE,True,2024-11-01,U0079,active,False,
G00677,U0267,USER_ADMIN,True,2025-09-18,U0153,active,False,
G00678,U0267,REPORT_VIEW,False,2025-06-17,U0183,active,False,
G00680,U0267,PAYMENT_INITIATE,False,2026-02-17,U0006,active,False,
G00681,U0268,DB_ADMIN,True,2026-05-30,U0043,active,False,
G00682,U0268,SEC_CONFIG,True,2024-09-09,U0222,active,False,
G00683,U0268,GL_POST,False,2025-09-12,U0043,active,False,
G00684,U0269,CORE_VIEW,False,2024-07-09,U0158,active,False,
G00685,U0270,CORE_TELLER,False,2026-01-04,U0010,revoked,False,
G00686,U0270,DEV_DEPLOY,True,2025-08-11,U0282,revoked,False,
G00687,U0271,SEC_CONFIG,True,2025-10-13,U0234,revoked,False,
G00688,U0271,PROD_ADMIN,True,2025-10-24,U0234,revoked,False,
G00689,U0271,PAYMENT_INITIATE,False,2026-01-06,U0079,revoked,False,
G00690,U0272,DB_ADMIN,True,2025-02-24,U0006,active,False,
G00691,U0273,DWH_QUERY,False,2025-12-17,U0046,revoked,False,
G00692,U0273,DEV_DEPLOY,True,2024-10-15,U0219,revoked,False,
G00694,U0274,SEC_CONFIG,True,2025-06-08,U0204,active,False,
G00695,U0274,DEV_DEPLOY,True,2024-10-19,U0149,active,False,
G00696,U0275,CRM_AGENT,False,2025-09-02,U0166,active,False,
G00697,U0275,PAYMENT_INITIATE,False,2024-08-14,U0010,active,False,
G00698,U0276,USER_ADMIN,True,2025-05-15,U0110,active,False,
G00699,U0276,DB_ADMIN,True,2025-08-27,U0046,active,False,
G00700,U0277,DWH_QUERY,False,2024-08-10,U0105,active,False,
G00701,U0277,CORE_VIEW,False,2026-06-16,U0058,active,False,
G00702,U0278,CORE_VIEW,False,2025-12-21,U0212,active,False,
G00703,U0278,DEV_DEPLOY,True,2026-02-13,U0204,active,False,
G00704,U0278,GL_POST,False,2024-12-06,U0222,active,False,
G00705,U0278,REPORT_VIEW,False,2024-08-17,U0238,active,False,
G00706,U0279,DB_ADMIN,True,2024-09-03,U0279,active,False,
G00707,U0279,DEV_DEPLOY,True,2026-03-27,U0251,active,False,
G00708,U0279,DWH_QUERY,False,2024-06-09,U0158,active,False,
G00709,U0279,USER_ADMIN,True,2025-09-06,U0204,active,False,
G00710,U0280,REPORT_VIEW,False,2025-11-14,U0250,active,False,
G00711,U0280,DWH_QUERY,False,2024-04-08,U0006,active,False,
G00712,U0280,CORE_TELLER,False,2024-08-05,U0251,active,False,
G00713,U0280,USER_ADMIN,True,2025-04-01,U0149,active,False,
G00714,U0281,DWH_QUERY,False,2024-01-29,U0239,revoked,False,
G00715,U0281,USER_ADMIN,True,2024-09-03,U0267,revoked,False,
G00716,U0282,CRM_AGENT,False,2024-02-18,U0290,active,False,
G00717,U0282,GL_POST,False,2025-03-01,U0234,active,False,
G00718,U0283,GL_CLOSE,True,2026-04-01,U0239,active,False,
G00719,U0283,SEC_CONFIG,True,2026-01-03,U0204,active,False,
G00720,U0283,CORE_VIEW,False,2026-04-13,U0046,active,False,
G00721,U0283,DB_ADMIN,True,2026-03-22,U0043,active,False,
G00722,U0284,DWH_QUERY,False,2026-06-19,U0183,active,False,
G00723,U0284,DEV_DEPLOY,True,2026-02-07,U0239,active,False,
G00724,U0284,USER_ADMIN,True,2025-10-05,U0183,active,False,
G00725,U0285,REPORT_VIEW,False,2025-12-19,U0267,active,False,
G00726,U0286,DEV_DEPLOY,True,2024-01-27,U0110,active,False,
G00727,U0286,CORE_TELLER,False,2024-07-20,U0222,active,False,
G00728,U0286,DB_ADMIN,True,2026-05-12,U0153,active,False,
G00729,U0287,DB_ADMIN,True,2026-06-14,U0296,active,False,
G00730,U0287,REPORT_VIEW,False,2024-09-10,U0222,revoked,False,
G00731,U0287,CORE_VIEW,False,2024-01-25,U0239,revoked,False,
G00732,U0288,CRM_AGENT,False,2024-04-29,U0222,active,False,
G00733,U0288,PAYMENT_INITIATE,False,2024-09-13,U0043,active,False,
G00734,U0288,DWH_QUERY,False,2026-01-27,U0046,active,False,
G00735,U0288,CORE_VIEW,False,2026-02-27,U0006,active,False,
G00736,U0289,SEC_CONFIG,True,2024-05-15,U0058,active,False,
G00737,U0289,DEV_DEPLOY,True,2025-09-02,U0222,active,False,
G00738,U0290,REPORT_VIEW,False,2025-12-02,U0227,active,False,
G00739,U0290,PAYMENT_INITIATE,False,2024-09-30,U0176,active,False,
G00740,U0290,CRM_AGENT,False,2025-12-26,U0204,active,False,
G00741,U0290,USER_ADMIN,True,2025-06-28,U0058,active,False,
G00742,U0291,CORE_VIEW,False,2024-09-24,U0079,active,False,
G00743,U0291,REPORT_VIEW,False,2025-05-06,U0227,active,False,
G00744,U0291,PAYMENT_INITIATE,False,2025-03-27,U0079,active,False,
G00745,U0292,DEV_DEPLOY,True,2025-03-28,U0238,revoked,False,
G00746,U0292,GL_CLOSE,True,2025-06-30,U0238,revoked,False,
G00747,U0293,PAYMENT_APPROVE,True,2025-05-08,U0046,active,False,
G00748,U0293,REPORT_VIEW,False,2024-11-17,U0238,active,False,
G00749,U0294,CRM_AGENT,False,2026-05-03,U0212,active,False,
G00750,U0295,CRM_AGENT,False,2026-05-15,U0296,active,False,
G00751,U0295,DB_ADMIN,True,2025-06-05,U0238,active,False,
G00752,U0296,SEC_CONFIG,True,2025-02-04,U0183,active,False,
G00753,U0296,USER_ADMIN,True,2025-02-14,U0010,active,False,
G00754,U0296,DWH_QUERY,False,2024-02-25,U0110,active,False,
G00755,U0297,CORE_TELLER,False,2025-08-19,U0010,active,False,
G00756,U0297,PAYMENT_APPROVE,True,2025-09-30,U0105,active,False,
G00757,U0297,DEV_DEPLOY,True,2024-04-06,U0158,active,False,
G00758,U0298,PROD_ADMIN,True,2026-02-07,U0114,active,False,
G00759,U0299,DEV_DEPLOY,True,2024-10-20,U0239,active,False,
G00760,U0299,CORE_TELLER,False,2025-04-13,U0238,active,False,
G00761,U0300,REPORT_VIEW,False,2026-03-14,U0222,active,False,
G00762,U0300,USER_ADMIN,True,2024-06-17,U0222,active,False,
G00763,U0300,PAYMENT_APPROVE,True,2024-07-26,U0227,active,False,
G00764,U0102,PAYMENT_INITIATE,False,2026-03-05,U0238,active,False,
G00765,U0102,PAYMENT_APPROVE,True,2026-02-20,U0105,active,False,
G00766,U0276,DEV_DEPLOY,True,2026-05-20,U0238,active,False,
G00767,U0276,PROD_ADMIN,True,2026-02-18,U0006,active,False,
G00768,U0022,GL_POST,False,2026-03-22,U0296,active,False,
G00769,U0022,GL_CLOSE,True,2026-01-12,U0219,active,False,
G00770,U0004,PAYMENT_INITIATE,False,2026-01-10,U0239,active,False,
G00771,U0004,PAYMENT_APPROVE,True,2026-01-27,U0238,active,False,
G00772,U0130,DEV_DEPLOY,True,2026-01-31,U0176,active,False,
G00773,U0130,PROD_ADMIN,True,2026-04-29,U0149,active,False,
G00774,U0180,GL_POST,False,2026-05-23,U0197,active,False,
G00775,U0180,GL_CLOSE,True,2026-03-19,U0006,active,False,
G00776,U0179,PAYMENT_INITIATE,False,2025-08-26,U0212,active,False,
