event_id,user_id,system,timestamp,success
L002860,U0035,payments-gateway,2026-06-01 10:33:00,True
L002861,U0035,card-switch,2026-06-17 12:39:00,True
L002862,U0035,core-banking,2026-04-03 09:27:00,True
L002863,U0035,gl-system,2026-05-06 12:27:00,True
L002864,U0036,gl-system,2026-05-22 16:55:00,True
L002865,U0036,core-banking,2026-05-30 22:54:00,True
L002866,U0036,data-warehouse,2026-05-19 15:10:00,True
L002867,U0036,gl-system,2026-06-28 06:28:00,True
L002868,U0036,card-switch,2026-05-21 16:45:00,True
L002869,U0036,crm,2026-04-03 14:10:00,True
L002870,U0036,payments-gateway,2026-06-19 09:39:00,True
L002871,U0036,core-banking,2026-05-31 16:41:00,True
L002872,U0036,gl-system,2026-06-24 08:52:00,True
L002873,U0036,gl-system,2026-06-22 03:37:00,True
L002874,U0036,core-banking,2026-04-13 12:56:00,True
L002875,U0036,crm,2026-05-04 09:55:00,True
L002876,U0036,gl-system,2026-04-14 10:46:00,True
L002877,U0036,core-banking,2026-05-04 11:25:00,True
L002878,U0036,core-banking,2026-06-10 06:12:00,True
L002879,U0036,gl-system,2026-07-01 20:10:00,True
L002880,U0036,payments-gateway,2026-04-03 10:46:00,True
L002881,U0036,crm,2026-05-17 11:14:00,True
L002882,U0036,payments-gateway,2026-06-14 12:38:00,True
L002883,U0036,payments-gateway,2026-06-15 07:04:00,True
L002884,U0036,card-switch,2026-04-22 11:01:00,True
L002885,U0036,gl-system,2026-04-03 10:19:00,True
L002886,U0036,crm,2026-05-28 10:44:00,True
L002887,U0036,payments-gateway,2026-05-09 13:21:00,True
L002888,U0036,card-switch,2026-04-24 09:11:00,True
L002889,U0036,crm,2026-05-13 14:22:00,True
L002890,U0036,gl-system,2026-05-09 14:19:00,True
L002891,U0036,gl-system,2026-04-29 07:56:00,True
L002892,U0036,gl-system,2026-05-15 13:36:00,True
L002893,U0036,data-warehouse,2026-06-23 14:46:00,True
L002894,U0036,data-warehouse,2026-04-07 18:32:00,False
L002895,U0036,data-warehouse,2026-04-13 12:38:00,True
L002896,U0036,core-banking,2026-06-05 11:06:00,True
L002897,U0036,payments-gateway,2026-04-23 14:01:00,True
L002898,U0036,payments-gateway,2026-04-12 14:03:00,True
L002899,U0036,data-warehouse,2026-06-22 08:06:00,True
L002900,U0036,core-banking,2026-04-28 05:47:00,True
L002901,U0036,payments-gateway,2026-04-13 10:24:00,True
L002902,U0036,card-switch,2026-05-05 07:07:00,True
L002903,U0036,gl-system,2026-06-01 09:40:00,True
L002904,U0036,data-warehouse,2026-04-20 13:26:00,True
L002905,U0036,data-warehouse,2026-05-25 11:42:00,True
L002906,U0036,crm,2026-04-14 14:18:00,True
L002907,U0036,data-warehouse,2026-06-23 07:48:00,True
L002908,U0036,crm,2026-06-20 09:37:00,True
L002909,U0036,crm,2026-06-08 17:06:00,True
L002910,U0036,payments-gateway,2026-06-12 08:42:00,True
L002911,U0036,card-switch,2026-05-09 14:35:00,True
L002912,U0036,card-switch,2026-05-04 14:21:00,True
L002913,U0036,crm,2026-04-06 10:38:00,True
L002914,U0036,payments-gateway,2026-04-20 12:50:00,True
L002915,U0036,card-switch,2026-04-14 08:52:00,True
L002916,U0036,crm,2026-07-01 18:54:00,True
L002917,U0036,card-switch,2026-06-21 12:55:00,True
L002918,U0036,crm,2026-05-27 10:54:00,True
L002919,U0036,core-banking,2026-06-18 13:14:00,True
L002920,U0036,gl-system,2026-05-11 11:57:00,True
L002921,U0036,data-warehouse,2026-06-09 13:40:00,True
L002922,U0036,gl-system,2026-06-13 11:28:00,True
L002923,U0036,card-switch,2026-04-06 11:30:00,True
L002924,U0036,gl-system,2026-06-22 11:52:00,True
L002925,U0036,core-banking,2026-04-30 11:14:00,True
L002926,U0036,gl-system,2026-06-18 13:44:00,True
L002927,U0036,payments-gateway,2026-04-14 17:10:00,True
L002928,U0036,data-warehouse,2026-05-29 12:32:00,True
L002929,U0036,payments-gateway,2026-06-21 10:32:00,True
L002930,U0036,core-banking,2026-05-03 10:01:00,True
L002931,U0036,card-switch,2026-06-02 12:25:00,True
L002932,U0036,card-switch,2026-04-16 19:40:00,True
L002933,U0036,gl-system,2026-06-24 13:22:00,True
L002934,U0036,core-banking,2026-05-17 14:55:00,True
L002935,U0036,gl-system,2026-04-30 13:36:00,True
L002936,U0036,data-warehouse,2026-06-07 07:10:00,True
L002937,U0036,crm,2026-05-15 11:11:00,True
L002938,U0036,crm,2026-05-31 18:02:00,True
L002939,U0036,crm,2026-04-07 18:37:00,True
L002940,U0036,data-warehouse,2026-05-08 10:09:00,True
L002941,U0036,payments-gateway,2026-06-25 10:28:00,True
L002942,U0036,gl-system,2026-06-15 12:24:00,True
L002943,U0036,card-switch,2026-05-25 15:03:00,True
L002944,U0036,data-warehouse,2026-05-17 13:54:00,True
L002945,U0036,crm,2026-04-20 13:21:00,True
L002946,U0036,gl-system,2026-04-25 13:33:00,True
L002947,U0036,core-banking,2026-06-03 14:44:00,True
L002948,U0036,crm,2026-04-10 10:55:00,True
L002949,U0036,payments-gateway,2026-05-25 09:54:00,True
L002950,U0036,core-banking,2026-04-16 17:57:00,True
L002951,U0036,core-banking,2026-04-18 10:09:00,True
L002952,U0036,data-warehouse,2026-05-12 13:30:00,True
L002953,U0036,payments-gateway,2026-04-22 13:46:00,True
L002954,U0036,gl-system,2026-05-10 08:27:00,True
L002955,U0036,crm,2026-04-18 17:16:00,True
L002956,U0036,card-switch,2026-06-01 15:51:00,True
L002957,U0036,crm,2026-05-11 13:39:00,True
L002958,U0036,gl-system,2026-04-22 08:38:00,True
L002959,U0036,card-switch,2026-05-13 13:19:00,True
L002960,U0036,payments-gateway,2026-05-25 13:40:00,True
L002961,U0036,gl-system,2026-04-03 13:25:00,True
L002962,U0036,payments-gateway,2026-04-24 15:06:00,True
L002963,U0037,payments-gateway,2026-05-18 15:56:00,True
L002964,U0037,crm,2026-04-07 14:06:00,True
L002965,U0037,gl-system,2026-04-28 16:26:00,True
L002966,U0037,payments-gateway,2026-04-30 12:47:00,True
L002967,U0037,data-warehouse,2026-05-31 11:08:00,True
L002968,U0037,gl-system,2026-06-04 16:02:00,True
L002969,U0037,data-warehouse,2026-05-15 07:34:00,True
L002970,U0037,core-banking,2026-06-03 12:06:00,True
L002971,U0037,core-banking,2026-05-05 11:44:00,True
L002972,U0037,gl-system,2026-06-18 16:55:00,True
L002973,U0037,core-banking,2026-06-14 13:17:00,True
L002974,U0037,crm,2026-04-20 12:53:00,True
L002975,U0037,payments-gateway,2026-06-26 16:32:00,True
L002976,U0037,crm,2026-04-30 12:12:00,True
L002977,U0037,payments-gateway,2026-05-24 17:09:00,True
L002978,U0037,gl-system,2026-06-09 06:52:00,True
L002979,U0037,core-banking,2026-05-03 13:09:00,True
L002980,U0037,payments-gateway,2026-05-16 14:35:00,True
L002981,U0037,crm,2026-06-12 12:05:00,True
L002982,U0037,card-switch,2026-04-05 14:22:00,True
L002983,U0037,card-switch,2026-06-03 11:56:00,True
L002984,U0037,data-warehouse,2026-06-10 14:54:00,True
L002985,U0037,crm,2026-06-18 08:56:00,True
L002986,U0037,payments-gateway,2026-04-28 13:10:00,True
L002987,U0037,crm,2026-04-15 12:50:00,True
L002988,U0037,card-switch,2026-04-16 09:09:00,True
L002989,U0037,gl-system,2026-06-16 10:07:00,True
L002990,U0037,payments-gateway,2026-06-18 13:07:00,True
L002991,U0037,card-switch,2026-05-15 10:22:00,True
L002992,U0037,crm,2026-04-19 15:49:00,True
L002993,U0037,gl-system,2026-05-12 15:07:00,True
L002994,U0037,gl-system,2026-06-02 12:33:00,True
L002995,U0037,payments-gateway,2026-06-10 11:41:00,True
L002996,U0037,core-banking,2026-05-20 15:20:00,True
L002997,U0037,card-switch,2026-05-06 15:46:00,True
L002998,U0037,gl-system,2026-04-26 12:59:00,True
L002999,U0037,gl-system,2026-05-18 13:42:00,True
L003000,U0037,core-banking,2026-04-22 11:45:00,True
L003001,U0037,payments-gateway,2026-04-05 15:00:00,True
L003002,U0037,gl-system,2026-05-06 15:28:00,True
L003003,U0037,gl-system,2026-06-08 11:55:00,True
L003004,U0037,payments-gateway,2026-06-22 13:04:00,True
L003005,U0037,crm,2026-06-12 08:55:00,True
L003006,U0037,core-banking,2026-06-05 12:27:00,True
L003007,U0037,data-warehouse,2026-04-14 07:12:00,True
L003008,U0037,gl-system,2026-04-07 15:55:00,True
L003009,U0037,gl-system,2026-04-29 12:16:00,True
L003010,U0037,data-warehouse,2026-05-05 16:26:00,True
L003011,U0037,card-switch,2026-05-30 13:44:00,True
L003012,U0037,core-banking,2026-05-29 11:17:00,True
L003013,U0037,gl-system,2026-05-05 14:07:00,True
L003014,U0037,gl-system,2026-06-06 03:56:00,True
L003015,U0037,gl-system,2026-05-16 09:55:00,True
L003016,U0037,crm,2026-06-15 10:26:00,True
L003017,U0037,payments-gateway,2026-04-26 15:37:00,True
L003018,U0037,core-banking,2026-04-05 13:14:00,True
L003019,U0037,payments-gateway,2026-04-16 15:47:00,True
L003020,U0037,core-banking,2026-05-12 09:11:00,True
L003021,U0037,crm,2026-05-03 13:52:00,True
L003022,U0037,data-warehouse,2026-05-01 14:32:00,True
L003023,U0037,card-switch,2026-04-26 14:01:00,True
L003024,U0037,payments-gateway,2026-05-30 14:12:00,True
L003025,U0037,card-switch,2026-04-27 16:18:00,True
L003026,U0037,data-warehouse,2026-05-01 20:36:00,True
L003027,U0037,data-warehouse,2026-06-28 17:19:00,True
L003028,U0037,crm,2026-04-12 17:28:00,True
L003029,U0037,core-banking,2026-06-30 12:07:00,True
L003030,U0037,payments-gateway,2026-05-10 22:01:00,True
L003031,U0037,crm,2026-05-18 15:47:00,True
L003032,U0037,crm,2026-06-18 13:37:00,True
L003033,U0037,payments-gateway,2026-05-13 13:01:00,True
L003034,U0037,data-warehouse,2026-06-06 12:12:00,True
L003035,U0037,gl-system,2026-05-09 10:50:00,True
L003036,U0037,payments-gateway,2026-05-05 14:30:00,True
L003037,U0037,data-warehouse,2026-04-28 18:56:00,True
L003038,U0037,gl-system,2026-05-05 17:36:00,True
L003039,U0037,crm,2026-05-27 18:34:00,True
L003040,U0037,payments-gateway,2026-04-26 14:20:00,True
L003041,U0037,payments-gateway,2026-05-23 06:45:00,True
L003042,U0037,crm,2026-05-02 09:04:00,True
L003043,U0037,crm,2026-05-11 11:28:00,True
L003044,U0037,card-switch,2026-05-16 10:57:00,True
L003045,U0037,payments-gateway,2026-05-13 12:14:00,True
L003046,U0037,card-switch,2026-04-10 12:22:00,True
L003047,U0037,data-warehouse,2026-04-25 12:50:00,True
L003048,U0037,card-switch,2026-05-07 12:52:00,True
L003049,U0037,card-switch,2026-04-13 20:35:00,True
L003050,U0037,card-switch,2026-06-26 12:19:00,True
L003051,U0037,data-warehouse,2026-05-09 14:50:00,True
L003052,U0037,payments-gateway,2026-06-25 11:32:00,True
L003053,U0037,data-warehouse,2026-06-08 08:44:00,True
L003054,U0037,core-banking,2026-05-27 11:46:00,True
L003055,U0037,crm,2026-04-26 07:13:00,True
L003056,U0038,data-warehouse,2026-05-24 13:51:00,True
L003057,U0038,payments-gateway,2026-05-25 11:50:00,True
L003058,U0038,card-switch,2026-05-28 11:18:00,True
L003059,U0038,payments-gateway,2026-04-17 15:34:00,True
L003060,U0038,card-switch,2026-05-24 13:49:00,True
L003061,U0038,data-warehouse,2026-04-13 13:59:00,True
L003062,U0038,card-switch,2026-06-11 08:31:00,True
L003063,U0038,crm,2026-05-27 12:12:00,True
L003064,U0038,core-banking,2026-05-23 16:32:00,True
L003065,U0038,payments-gateway,2026-05-16 09:22:00,True
L003066,U0038,card-switch,2026-06-09 13:18:00,True
L003067,U0038,crm,2026-04-09 12:07:00,True
L003068,U0038,core-banking,2026-04-30 08:50:00,True
L003069,U0038,payments-gateway,2026-05-29 08:58:00,True
L003070,U0038,crm,2026-06-22 18:11:00,True
L003071,U0038,card-switch,2026-06-28 17:36:00,True
L003072,U0038,core-banking,2026-06-25 10:11:00,True
L003073,U0038,crm,2026-05-08 07:16:00,True
L003074,U0038,gl-system,2026-06-29 12:04:00,True
L003075,U0038,gl-system,2026-04-09 17:56:00,True
L003076,U0038,crm,2026-04-06 13:00:00,True
L003077,U0038,core-banking,2026-06-19 12:03:00,True
L003078,U0038,payments-gateway,2026-05-03 14:56:00,False
L003079,U0038,crm,2026-04-29 16:52:00,True
L003080,U0038,card-switch,2026-04-22 17:55:00,True
L003081,U0038,core-banking,2026-04-07 13:16:00,True
L003082,U0038,core-banking,2026-05-19 15:03:00,True
L003083,U0038,card-switch,2026-06-05 07:49:00,True
L003084,U0038,card-switch,2026-04-30 12:31:00,True
L003085,U0038,gl-system,2026-06-19 10:03:00,True
L003086,U0038,payments-gateway,2026-04-22 14:45:00,True
L003087,U0038,gl-system,2026-07-01 08:43:00,True
L003088,U0038,crm,2026-04-25 17:20:00,True
L003089,U0038,data-warehouse,2026-04-25 08:24:00,True
L003090,U0038,data-warehouse,2026-06-27 15:29:00,True
L003091,U0038,data-warehouse,2026-06-21 11:56:00,True
L003092,U0038,card-switch,2026-05-06 14:10:00,True
L003093,U0038,data-warehouse,2026-04-18 09:56:00,True
L003094,U0038,core-banking,2026-05-07 15:45:00,True
L003095,U0038,data-warehouse,2026-05-21 07:47:00,True
L003096,U0038,core-banking,2026-05-16 14:02:00,True
L003097,U0038,payments-gateway,2026-06-21 15:17:00,False
L003098,U0038,crm,2026-04-29 11:41:00,True
L003099,U0038,core-banking,2026-05-03 09:01:00,True
L003100,U0038,crm,2026-06-18 07:10:00,True
L003101,U0038,payments-gateway,2026-05-23 15:23:00,True
L003102,U0038,card-switch,2026-04-11 12:27:00,True
L003103,U0038,crm,2026-04-29 14:02:00,True
L003104,U0038,payments-gateway,2026-06-13 11:04:00,True
L003105,U0038,core-banking,2026-04-26 09:11:00,True
L003106,U0038,core-banking,2026-05-20 19:03:00,True
L003107,U0038,core-banking,2026-06-19 12:28:00,True
L003108,U0038,payments-gateway,2026-06-21 19:15:00,True
L003109,U0038,core-banking,2026-05-04 09:27:00,True
L003110,U0038,payments-gateway,2026-06-17 18:01:00,True
L003111,U0038,crm,2026-04-24 09:05:00,True
L003112,U0038,payments-gateway,2026-04-25 10:43:00,True
L003113,U0038,data-warehouse,2026-05-03 13:22:00,True
L003114,U0038,card-switch,2026-04-14 13:18:00,True
L003115,U0038,crm,2026-06-18 11:00:00,True
L003116,U0038,card-switch,2026-06-08 11:56:00,True
L003117,U0038,core-banking,2026-06-30 11:32:00,True
L003118,U0038,card-switch,2026-04-27 18:39:00,True
L003119,U0038,gl-system,2026-06-12 10:11:00,True
L003120,U0038,gl-system,2026-05-10 12:39:00,True
L003121,U0038,crm,2026-05-28 05:39:00,True
L003122,U0038,gl-system,2026-05-10 12:52:00,True
L003123,U0038,crm,2026-06-23 09:44:00,True
L003124,U0038,crm,2026-05-13 11:19:00,True
L003125,U0038,payments-gateway,2026-05-02 14:06:00,True
L003126,U0038,payments-gateway,2026-06-10 12:19:00,True
L003127,U0038,gl-system,2026-06-24 14:09:00,True
L003128,U0038,data-warehouse,2026-04-10 08:30:00,True
L003129,U0038,gl-system,2026-06-09 12:45:00,True
L003130,U0038,core-banking,2026-05-26 16:04:00,True
L003131,U0038,crm,2026-05-22 11:41:00,True
L003132,U0038,payments-gateway,2026-04-12 14:51:00,True
L003133,U0038,data-warehouse,2026-05-02 12:11:00,True
L003134,U0038,crm,2026-05-06 10:59:00,True
L003135,U0038,crm,2026-05-09 13:37:00,True
L003136,U0038,gl-system,2026-06-12 14:36:00,True
L003137,U0038,payments-gateway,2026-06-29 16:18:00,False
L003138,U0038,payments-gateway,2026-06-04 05:17:00,True
L003139,U0038,payments-gateway,2026-05-03 11:39:00,True
L003140,U0038,gl-system,2026-04-05 13:20:00,True
L003141,U0038,crm,2026-06-07 13:00:00,True
L003142,U0038,gl-system,2026-05-23 13:26:00,True
L003143,U0038,core-banking,2026-05-20 17:53:00,True
L003144,U0038,data-warehouse,2026-04-12 14:00:00,True
L003145,U0038,crm,2026-05-08 12:09:00,True
L003146,U0038,crm,2026-05-11 13:35:00,True
L003147,U0038,data-warehouse,2026-07-01 16:17:00,True
L003148,U0038,payments-gateway,2026-06-02 15:04:00,False
L003149,U0039,data-warehouse,2026-06-22 13:54:00,True
L003150,U0039,card-switch,2026-06-26 13:52:00,True
L003151,U0039,card-switch,2026-06-05 20:19:00,True
L003152,U0039,crm,2026-05-28 19:01:00,True
L003153,U0039,core-banking,2026-04-15 11:06:00,True
L003154,U0039,data-warehouse,2026-06-26 11:54:00,True
L003155,U0039,data-warehouse,2026-06-05 20:46:00,True
L003156,U0039,crm,2026-04-27 12:44:00,True
L003157,U0039,card-switch,2026-06-19 10:48:00,True
L003158,U0039,core-banking,2026-06-12 10:24:00,True
L003159,U0039,card-switch,2026-04-15 15:01:00,True
L003160,U0039,card-switch,2026-04-05 09:53:00,True
L003161,U0039,gl-system,2026-07-01 13:40:00,True
L003162,U0039,crm,2026-06-29 14:45:00,True
L003163,U0039,data-warehouse,2026-05-04 11:54:00,True
L003164,U0039,payments-gateway,2026-04-26 18:10:00,True
L003165,U0039,payments-gateway,2026-05-06 11:13:00,True
L003166,U0039,data-warehouse,2026-05-03 17:57:00,True
L003167,U0039,payments-gateway,2026-06-01 12:59:00,True
L003168,U0039,core-banking,2026-04-14 20:05:00,True
L003169,U0039,core-banking,2026-06-29 13:08:00,True
L003170,U0039,crm,2026-05-08 07:07:00,True
L003171,U0039,payments-gateway,2026-06-28 14:29:00,True
L003172,U0039,crm,2026-05-08 16:55:00,True
L003173,U0039,gl-system,2026-06-19 11:44:00,True
L003174,U0039,card-switch,2026-06-10 12:56:00,True
L003175,U0039,crm,2026-06-07 13:32:00,True
L003176,U0039,card-switch,2026-04-21 13:25:00,True
L003177,U0039,payments-gateway,2026-06-29 10:58:00,True
L003178,U0039,card-switch,2026-06-15 08:49:00,True
L003179,U0039,core-banking,2026-05-17 06:40:00,True
L003180,U0039,payments-gateway,2026-05-18 14:18:00,True
L003181,U0039,payments-gateway,2026-06-19 15:46:00,True
L003182,U0039,payments-gateway,2026-05-27 14:12:00,True
L003183,U0039,card-switch,2026-04-08 13:07:00,True
L003184,U0039,card-switch,2026-06-26 13:09:00,True
L003185,U0039,card-switch,2026-06-03 14:12:00,True
L003186,U0039,card-switch,2026-06-19 08:02:00,True
L003187,U0039,crm,2026-06-19 16:29:00,True
L003188,U0039,payments-gateway,2026-06-08 16:51:00,True
L003189,U0039,crm,2026-05-15 18:08:00,True
L003190,U0039,core-banking,2026-05-04 10:56:00,True
L003191,U0039,card-switch,2026-06-06 16:35:00,True
L003192,U0039,card-switch,2026-05-04 16:23:00,True
L003193,U0039,data-warehouse,2026-04-19 13:15:00,True
L003194,U0039,core-banking,2026-05-27 12:56:00,True
L003195,U0039,payments-gateway,2026-06-29 16:59:00,True
L003196,U0039,gl-system,2026-04-22 10:15:00,True
L003197,U0040,data-warehouse,2026-05-21 09:05:00,True
L003198,U0040,payments-gateway,2026-04-18 10:55:00,True
L003199,U0040,card-switch,2026-06-16 13:39:00,True
L003200,U0040,card-switch,2026-04-22 15:25:00,True
L003201,U0040,gl-system,2026-05-30 12:45:00,True
L003202,U0040,core-banking,2026-06-13 07:35:00,True
L003203,U0040,data-warehouse,2026-04-05 08:34:00,True
L003204,U0040,payments-gateway,2026-04-17 11:58:00,True
L003205,U0040,core-banking,2026-05-08 19:44:00,True
L003206,U0040,core-banking,2026-05-08 15:27:00,True
L003207,U0040,core-banking,2026-04-04 18:54:00,True
L003208,U0040,payments-gateway,2026-05-21 11:13:00,True
L003209,U0040,card-switch,2026-06-23 17:06:00,True
L003210,U0040,crm,2026-06-17 17:38:00,True
L003211,U0040,payments-gateway,2026-04-04 08:17:00,True
L003212,U0040,core-banking,2026-06-06 14:03:00,True
L003213,U0040,card-switch,2026-04-17 10:55:00,True
L003214,U0040,crm,2026-05-15 17:15:00,False
L003215,U0040,card-switch,2026-05-05 10:04:00,True
L003216,U0040,card-switch,2026-05-29 16:21:00,True
L003217,U0040,core-banking,2026-06-07 16:23:00,True
L003218,U0040,crm,2026-06-02 10:11:00,True
L003219,U0040,core-banking,2026-04-14 15:49:00,True
L003220,U0040,card-switch,2026-04-04 14:10:00,True
L003221,U0040,crm,2026-04-07 13:39:00,True
L003222,U0040,crm,2026-05-15 08:13:00,True
L003223,U0040,gl-system,2026-06-13 13:31:00,True
L003224,U0040,payments-gateway,2026-05-03 21:59:00,True
L003225,U0040,data-warehouse,2026-05-23 03:20:00,True
L003226,U0040,payments-gateway,2026-05-07 11:12:00,True
L003227,U0040,crm,2026-04-22 12:39:00,True
L003228,U0040,data-warehouse,2026-04-05 16:53:00,True
L003229,U0040,data-warehouse,2026-06-10 09:36:00,True
L003230,U0040,data-warehouse,2026-04-14 16:24:00,False
L003231,U0040,gl-system,2026-04-05 06:42:00,True
L003232,U0040,core-banking,2026-05-13 22:57:00,True
L003233,U0040,core-banking,2026-04-13 09:43:00,True
L003234,U0040,data-warehouse,2026-04-12 12:15:00,True
L003235,U0040,card-switch,2026-04-15 12:05:00,False
L003236,U0040,data-warehouse,2026-06-12 13:18:00,True
L003237,U0041,core-banking,2026-06-27 12:24:00,True
L003238,U0041,crm,2026-06-11 16:45:00,True
L003239,U0041,card-switch,2026-04-03 10:27:00,True
L003240,U0041,card-switch,2026-06-08 13:46:00,True
L003241,U0041,data-warehouse,2026-05-09 18:57:00,True
L003242,U0041,gl-system,2026-05-08 07:03:00,True
L003243,U0041,gl-system,2026-06-14 12:24:00,True
L003244,U0041,gl-system,2026-06-04 08:22:00,True
L003245,U0041,gl-system,2026-05-13 10:52:00,True
L003246,U0041,data-warehouse,2026-06-13 10:52:00,True
L003247,U0041,crm,2026-05-07 09:19:00,True
L003248,U0041,core-banking,2026-06-26 13:07:00,True
L003249,U0041,data-warehouse,2026-06-17 13:19:00,True
L003250,U0041,payments-gateway,2026-05-16 13:07:00,False
L003251,U0041,gl-system,2026-05-11 06:41:00,True
L003252,U0041,core-banking,2026-06-12 15:19:00,True
L003253,U0041,core-banking,2026-05-15 15:14:00,True
L003254,U0041,gl-system,2026-04-14 21:36:00,True
L003255,U0041,gl-system,2026-06-30 10:46:00,True
L003256,U0041,payments-gateway,2026-05-21 11:44:00,True
L003257,U0041,payments-gateway,2026-05-31 12:58:00,True
L003258,U0041,payments-gateway,2026-05-04 11:55:00,True
L003259,U0041,core-banking,2026-06-19 13:05:00,True
L003260,U0041,card-switch,2026-06-10 07:52:00,True
L003261,U0041,crm,2026-04-23 12:01:00,True
L003262,U0041,crm,2026-05-07 14:37:00,True
L003263,U0041,card-switch,2026-06-23 12:48:00,True
L003264,U0041,gl-system,2026-05-29 12:59:00,True
L003265,U0041,data-warehouse,2026-05-17 20:37:00,True
L003266,U0041,card-switch,2026-05-13 08:41:00,True
L003267,U0041,gl-system,2026-04-30 17:34:00,True
L003268,U0041,payments-gateway,2026-05-15 18:31:00,True
L003269,U0041,crm,2026-04-15 11:56:00,True
L003270,U0041,gl-system,2026-06-14 07:12:00,True
L003271,U0041,card-switch,2026-05-26 14:18:00,True
L003272,U0041,card-switch,2026-05-07 13:52:00,True
L003273,U0041,payments-gateway,2026-04-11 13:57:00,True
L003274,U0041,card-switch,2026-05-08 13:45:00,True
L003275,U0041,payments-gateway,2026-05-11 12:50:00,True
L003276,U0041,crm,2026-05-09 11:30:00,False
L003277,U0041,crm,2026-06-08 17:50:00,True
L003278,U0041,gl-system,2026-05-12 13:17:00,True
L003279,U0041,payments-gateway,2026-05-08 13:51:00,True
L003280,U0041,core-banking,2026-05-05 13:15:00,True
L003281,U0041,core-banking,2026-05-06 17:10:00,True
L003282,U0041,gl-system,2026-06-03 10:01:00,True
L003283,U0041,card-switch,2026-05-26 14:01:00,True
L003284,U0041,core-banking,2026-06-04 17:25:00,True
L003285,U0041,crm,2026-04-09 14:41:00,True
L003286,U0041,data-warehouse,2026-05-16 12:29:00,True
L003287,U0041,core-banking,2026-07-01 06:48:00,True
L003288,U0041,core-banking,2026-04-11 15:07:00,True
L003289,U0041,card-switch,2026-06-20 13:20:00,False
L003290,U0041,core-banking,2026-05-25 18:55:00,True
L003291,U0041,card-switch,2026-04-20 15:50:00,True
L003292,U0041,gl-system,2026-04-21 11:07:00,True
L003293,U0041,core-banking,2026-04-11 14:35:00,True
L003294,U0041,crm,2026-05-08 17:23:00,True
L003295,U0041,crm,2026-05-31 18:52:00,True
L003296,U0041,card-switch,2026-05-18 12:43:00,True
L003297,U0041,data-warehouse,2026-06-30 14:34:00,True
L003298,U0041,card-switch,2026-06-03 21:06:00,True
L003299,U0041,payments-gateway,2026-06-19 10:26:00,True
L003300,U0041,crm,2026-06-17 09:22:00,True
L003301,U0041,card-switch,2026-04-19 07:54:00,True
L003302,U0041,gl-system,2026-05-24 12:21:00,True
L003303,U0041,core-banking,2026-05-10 12:10:00,True
L003304,U0041,payments-gateway,2026-04-22 15:50:00,True
L003305,U0041,core-banking,2026-04-30 13:21:00,True
L003306,U0041,crm,2026-05-11 12:20:00,True
L003307,U0041,card-switch,2026-05-11 12:55:00,True
L003308,U0041,crm,2026-04-13 13:17:00,True
L003309,U0041,card-switch,2026-05-20 13:20:00,True
L003310,U0041,gl-system,2026-05-12 08:33:00,True
L003311,U0041,data-warehouse,2026-04-07 14:03:00,True
L003312,U0041,card-switch,2026-05-25 14:45:00,True
L003313,U0041,card-switch,2026-05-27 06:00:00,True
L003314,U0041,core-banking,2026-06-22 13:45:00,True
L003315,U0041,gl-system,2026-05-13 10:19:00,True
L003316,U0041,data-warehouse,2026-04-25 10:40:00,True
L003317,U0041,gl-system,2026-06-30 11:30:00,True
L003318,U0041,data-warehouse,2026-06-02 18:35:00,True
L003319,U0041,gl-system,2026-06-27 16:34:00,True
L003320,U0041,payments-gateway,2026-04-24 15:29:00,True
L003321,U0041,card-switch,2026-04-10 12:53:00,True
L003322,U0041,core-banking,2026-06-01 11:00:00,True
L003323,U0041,data-warehouse,2026-04-21 11:48:00,True
L003324,U0041,crm,2026-04-07 11:11:00,True
L003325,U0041,card-switch,2026-05-16 15:50:00,True
L003326,U0041,crm,2026-05-06 12:21:00,True
L003327,U0042,gl-system,2026-05-08 10:52:00,True
L003328,U0042,crm,2026-04-17 15:29:00,True
L003329,U0042,core-banking,2026-06-10 10:48:00,False
L003330,U0042,payments-gateway,2026-06-05 11:53:00,True
L003331,U0042,crm,2026-06-17 16:15:00,True
L003332,U0042,payments-gateway,2026-04-05 17:09:00,True
L003333,U0042,crm,2026-06-03 09:42:00,True
L003334,U0042,data-warehouse,2026-05-29 07:48:00,True
L003335,U0042,core-banking,2026-06-22 12:43:00,True
L003336,U0042,payments-gateway,2026-05-12 13:43:00,True
L003337,U0042,card-switch,2026-04-22 06:27:00,True
L003338,U0042,crm,2026-05-21 17:18:00,True
L003339,U0042,card-switch,2026-06-11 19:02:00,True
L003340,U0042,gl-system,2026-04-14 10:23:00,True
L003341,U0042,crm,2026-06-03 15:26:00,True
L003342,U0042,card-switch,2026-04-07 12:54:00,True
L003343,U0042,crm,2026-05-19 16:22:00,True
L003344,U0042,card-switch,2026-04-29 14:53:00,True
L003345,U0042,data-warehouse,2026-04-04 12:22:00,True
L003346,U0042,card-switch,2026-04-27 12:05:00,True
L003347,U0042,crm,2026-06-10 08:14:00,True
L003348,U0042,payments-gateway,2026-05-10 09:47:00,True
L003349,U0042,gl-system,2026-05-29 14:18:00,True
L003350,U0042,crm,2026-04-18 08:58:00,True
L003351,U0042,crm,2026-07-01 10:59:00,True
L003352,U0042,data-warehouse,2026-05-24 14:22:00,True
L003353,U0042,payments-gateway,2026-05-13 13:49:00,True
L003354,U0042,core-banking,2026-06-26 12:14:00,True
