change_id,system,category,requested_by,approved_by,implemented_by,approved_at,implemented_at,emergency,pir_completed,test_completed,test_approved_by,status
CHG00215,card-switch,normal,U0185,U0105,U0276,2026-04-03 10:00:00,2026-04-04 14:00:00,False,False,True,U0105,closed
CHG00216,core-banking,major,U0059,U0017,U0203,2026-06-02 01:00:00,2026-06-05 21:00:00,False,False,True,U0017,closed
CHG00217,crm,standard,U0226,U0174,U0007,2026-06-14 14:00:00,2026-06-15 12:00:00,False,False,True,U0174,closed
CHG00218,card-switch,normal,U0092,,U0283,,2026-05-08 08:00:00,False,False,True,U0008,closed
CHG00219,data-warehouse,normal,U0123,U0113,U0026,2026-06-29 03:00:00,2026-06-29 16:00:00,False,False,True,U0113,closed
CHG00220,card-switch,normal,U0146,U0088,U0184,2026-04-29 12:00:00,2026-05-03 10:00:00,False,False,True,U0088,closed
CHG00221,core-banking,normal,U0178,U0033,U0035,2026-05-23 20:00:00,2026-05-27 17:00:00,False,False,True,U0033,closed
CHG00222,payments-gateway,major,U0056,U0291,U0245,2026-04-21 05:00:00,2026-04-24 16:00:00,False,False,True,U0291,closed
CHG00223,card-switch,major,U0152,U0027,U0175,2026-05-04 17:00:00,2026-05-05 23:00:00,False,False,True,U0027,closed
CHG00224,payments-gateway,standard,U0208,U0047,U0074,2026-04-08 01:00:00,2026-04-08 08:00:00,False,False,True,U0047,closed
CHG00225,crm,normal,U0014,U0151,U0242,2026-05-22 07:00:00,2026-05-25 02:00:00,False,False,True,U0151,closed
CHG00226,card-switch,normal,U0156,U0261,U0284,2026-05-10 00:00:00,2026-05-10 15:00:00,False,False,True,U0261,closed
CHG00227,gl-system,normal,U0221,U0080,U0029,2026-04-13 05:00:00,2026-04-16 12:00:00,True,True,True,U0080,closed
CHG00228,gl-system,major,U0082,U0147,U0280,2026-06-21 03:00:00,2026-06-23 16:00:00,True,False,True,U0147,closed
CHG00229,payments-gateway,standard,U0233,U0257,U0252,2026-04-09 16:00:00,2026-04-13 06:00:00,False,False,True,U0257,closed
CHG00230,core-banking,major,U0234,U0162,U0106,2026-05-07 01:00:00,2026-05-07 23:00:00,False,False,True,U0162,closed
CHG00231,gl-system,normal,U0232,U0024,U0260,2026-05-14 10:00:00,2026-05-17 06:00:00,False,False,True,U0024,closed
CHG00232,card-switch,standard,U0277,,U0181,,2026-05-01 10:00:00,False,False,True,U0016,closed
CHG00233,gl-system,standard,U0128,U0178,U0031,2026-06-17 14:00:00,2026-06-20 03:00:00,False,False,True,U0178,closed
CHG00234,data-warehouse,standard,U0151,U0067,U0010,2026-05-30 00:00:00,2026-05-31 07:00:00,False,False,True,U0067,closed
CHG00235,crm,normal,U0170,U0232,U0126,2026-05-25 10:00:00,2026-05-26 16:00:00,False,False,True,U0232,closed
CHG00236,card-switch,standard,U0203,U0184,U0058,2026-05-12 05:00:00,2026-05-16 00:00:00,False,False,True,U0184,closed
CHG00237,core-banking,standard,U0070,U0023,U0234,2026-06-22 10:00:00,2026-06-26 02:00:00,False,False,True,U0023,closed
CHG00238,card-switch,major,U0014,U0236,U0008,2026-05-15 07:00:00,2026-05-19 06:00:00,False,False,True,U0236,closed
CHG00239,crm,normal,U0038,U0060,U0031,2026-06-17 17:00:00,2026-06-19 17:00:00,False,False,True,U0060,closed
CHG00240,data-warehouse,major,U0162,U0260,U0220,2026-04-21 11:00:00,2026-04-23 03:00:00,False,False,True,U0260,closed
CHG00241,gl-system,major,U0255,U0074,U0022,2026-04-04 04:00:00,2026-04-04 08:00:00,False,False,True,U0074,closed
CHG00242,card-switch,major,U0128,U0155,U0103,2026-05-29 03:00:00,2026-06-01 00:00:00,False,False,True,U0155,closed
CHG00243,card-switch,major,U0006,U0169,U0003,2026-06-18 21:00:00,2026-06-20 14:00:00,False,False,True,U0169,closed
CHG00244,card-switch,standard,U0016,U0033,U0015,2026-06-07 15:00:00,2026-06-08 10:00:00,True,True,True,U0033,closed
CHG00245,core-banking,standard,U0183,U0049,U0300,2026-03-30 16:00:00,2026-04-03 07:00:00,False,False,True,U0049,closed
CHG00246,data-warehouse,normal,U0208,U0117,U0123,2026-06-15 22:00:00,2026-06-18 10:00:00,True,True,True,U0117,closed
CHG00247,payments-gateway,normal,U0082,U0172,U0248,2026-05-30 21:00:00,2026-06-03 19:00:00,False,False,True,U0172,closed
CHG00248,crm,standard,U0295,U0275,U0183,2026-06-23 20:00:00,2026-06-26 09:00:00,False,False,True,U0275,closed
CHG00249,card-switch,standard,U0011,U0207,U0077,2026-05-23 12:00:00,2026-05-25 21:00:00,False,False,True,U0207,closed
CHG00250,core-banking,major,U0023,U0214,U0223,2026-05-03 07:00:00,2026-05-05 10:00:00,False,False,True,U0214,closed
CHG00251,crm,major,U0296,,U0040,,2026-06-30 03:00:00,False,False,True,U0121,closed
CHG00252,payments-gateway,normal,U0194,U0105,U0296,2026-06-23 15:00:00,2026-06-25 03:00:00,True,True,True,U0105,closed
CHG00253,core-banking,standard,U0022,U0061,U0101,2026-04-03 01:00:00,2026-04-04 14:00:00,False,False,True,U0061,closed
CHG00254,card-switch,major,U0294,U0014,U0131,2026-04-04 15:00:00,2026-04-07 09:00:00,False,False,True,U0014,closed
CHG00255,payments-gateway,normal,U0084,U0142,U0275,2026-04-12 14:00:00,2026-04-16 11:00:00,False,False,True,U0142,closed
CHG00256,data-warehouse,major,U0158,U0071,U0078,2026-06-14 16:00:00,2026-06-16 17:00:00,False,False,True,U0071,closed
CHG00257,crm,normal,U0231,U0137,U0193,2026-05-21 09:00:00,2026-05-23 02:00:00,False,False,True,U0137,closed
CHG00258,core-banking,standard,U0215,U0105,U0068,2026-05-07 05:00:00,2026-05-07 21:00:00,False,False,True,U0105,closed
CHG00259,card-switch,normal,U0089,U0184,U0012,2026-05-30 14:00:00,2026-06-03 10:00:00,False,False,True,U0184,closed
CHG00260,data-warehouse,major,U0102,U0004,U0280,2026-04-27 05:00:00,2026-04-27 11:00:00,True,True,True,U0004,closed
CHG00261,core-banking,normal,U0286,U0187,U0166,2026-06-12 07:00:00,2026-06-12 22:00:00,False,False,True,U0187,closed
CHG00262,crm,standard,U0206,U0074,U0108,2026-06-26 01:00:00,2026-06-28 06:00:00,False,False,True,U0074,closed
CHG00263,card-switch,normal,U0024,U0217,U0299,2026-04-08 06:00:00,2026-04-10 12:00:00,False,False,True,U0217,closed
CHG00264,gl-system,normal,U0063,U0258,U0256,2026-06-07 10:00:00,2026-06-08 10:00:00,False,False,True,U0258,closed
CHG00265,gl-system,normal,U0004,U0001,U0155,2026-05-28 10:00:00,2026-06-01 08:00:00,False,False,True,U0001,closed
CHG00266,core-banking,normal,U0245,U0196,U0006,2026-05-04 18:00:00,2026-05-08 11:00:00,False,False,True,U0196,closed
CHG00267,gl-system,standard,U0068,U0002,U0053,2026-04-09 12:00:00,2026-04-10 22:00:00,False,False,True,U0002,closed
CHG00268,data-warehouse,normal,U0037,U0153,U0258,2026-04-17 08:00:00,2026-04-19 09:00:00,False,False,True,U0153,closed
CHG00269,card-switch,normal,U0067,U0057,U0159,2026-06-09 00:00:00,2026-06-12 10:00:00,False,False,True,U0057,closed
CHG00270,card-switch,normal,U0238,U0276,U0249,2026-06-19 01:00:00,2026-06-20 07:00:00,False,False,True,U0276,closed
CHG00271,gl-system,standard,U0232,U0159,U0190,2026-04-24 10:00:00,2026-04-25 16:00:00,False,False,True,U0159,closed
CHG00272,data-warehouse,normal,U0158,U0200,U0236,2026-05-20 19:00:00,2026-05-24 09:00:00,False,False,True,U0200,closed
CHG00273,crm,standard,U0134,U0221,U0242,2026-05-28 23:00:00,2026-05-31 02:00:00,False,False,True,U0221,closed
CHG00274,data-warehouse,normal,U0297,U0041,U0211,2026-05-15 01:00:00,2026-05-18 04:00:00,False,False,True,U0041,closed
CHG00275,payments-gateway,major,U0060,U0252,U0264,2026-04-01 19:00:00,2026-04-04 20:00:00,False,False,True,U0252,closed
CHG00276,data-warehouse,normal,U0017,U0155,U0070,2026-05-27 18:00:00,2026-05-31 13:00:00,False,False,True,U0155,closed
CHG00277,payments-gateway,normal,U0276,U0047,U0107,2026-05-01 07:00:00,2026-05-02 20:00:00,False,False,True,U0047,closed
CHG00278,core-banking,normal,U0074,U0001,U0161,2026-05-11 18:00:00,2026-05-12 22:00:00,False,False,True,U0001,closed
CHG00279,core-banking,major,U0185,U0042,U0004,2026-04-08 06:00:00,2026-04-10 05:00:00,False,False,True,U0042,closed
CHG00280,payments-gateway,normal,U0064,U0167,U0036,2026-05-12 01:00:00,2026-05-12 15:00:00,False,False,True,U0167,closed
CHG00281,card-switch,normal,U0076,U0222,U0261,2026-04-02 16:00:00,2026-04-04 07:00:00,True,True,True,U0222,closed
CHG00282,gl-system,standard,U0285,U0127,U0116,2026-04-22 03:00:00,2026-04-24 16:00:00,False,False,True,U0127,closed
CHG00283,crm,normal,U0296,U0173,U0156,2026-05-02 07:00:00,2026-05-02 15:00:00,True,True,True,U0173,closed
CHG00284,card-switch,major,U0009,U0059,U0062,2026-05-03 09:00:00,2026-05-04 04:00:00,False,False,True,U0059,closed
CHG00285,data-warehouse,normal,U0183,U0171,U0090,2026-05-06 01:00:00,2026-05-08 07:00:00,False,False,True,U0171,closed
CHG00286,gl-system,standard,U0148,U0277,U0103,2026-04-30 17:00:00,2026-05-03 23:00:00,False,False,True,U0277,closed
CHG00287,core-banking,standard,U0245,U0088,U0187,2026-04-10 17:00:00,2026-04-11 02:00:00,False,False,True,U0088,closed
CHG00288,payments-gateway,normal,U0290,U0226,U0104,2026-05-17 05:00:00,2026-05-17 21:00:00,False,False,True,U0226,closed
CHG00289,data-warehouse,standard,U0209,U0027,U0010,2026-06-20 15:00:00,2026-06-21 20:00:00,True,True,True,U0027,closed
CHG00290,payments-gateway,standard,U0103,U0080,U0061,2026-06-05 09:00:00,2026-06-08 01:00:00,False,False,True,U0080,closed
CHG00291,card-switch,normal,U0201,U0089,U0017,2026-05-27 04:00:00,2026-05-28 16:00:00,False,False,True,U0089,closed
CHG00292,crm,normal,U0289,U0258,U0218,2026-06-24 22:00:00,2026-06-27 20:00:00,True,False,True,U0258,closed
CHG00293,crm,major,U0131,U0116,U0299,2026-04-29 15:00:00,2026-05-02 22:00:00,False,False,True,U0116,closed
CHG00294,gl-system,standard,U0159,U0145,U0145,2026-05-24 17:00:00,2026-05-27 01:00:00,False,False,True,U0092,closed
CHG00295,payments-gateway,standard,U0029,U0126,U0241,2026-04-28 12:00:00,2026-04-30 11:00:00,False,False,True,U0126,closed
CHG00296,core-banking,normal,U0117,U0139,U0202,2026-06-21 17:00:00,2026-06-22 04:00:00,False,False,True,U0139,closed
CHG00297,gl-system,standard,U0184,U0178,U0171,2026-05-03 03:00:00,2026-05-05 01:00:00,False,False,True,U0178,closed
CHG00298,gl-system,standard,U0098,U0137,U0019,2026-05-16 19:00:00,2026-05-20 09:00:00,False,False,True,U0137,closed
CHG00299,card-switch,standard,U0244,U0046,U0213,2026-05-31 09:00:00,2026-06-04 03:00:00,False,False,True,U0046,closed
CHG00300,data-warehouse,normal,U0218,U0014,U0238,2026-06-23 16:00:00,2026-06-25 16:00:00,True,False,True,U0014,closed
CHG00301,gl-system,major,U0118,U0122,U0116,2026-05-13 13:00:00,2026-05-15 12:00:00,False,False,True,U0122,closed
CHG00302,data-warehouse,standard,U0082,U0105,U0016,2026-04-26 11:00:00,2026-04-27 05:00:00,False,False,False,,closed
CHG00303,crm,major,U0131,U0101,U0245,2026-05-06 22:00:00,2026-05-10 03:00:00,False,False,True,U0101,closed
CHG00304,gl-system,major,U0051,U0074,U0208,2026-05-28 17:00:00,2026-05-31 21:00:00,False,False,True,U0074,closed
CHG00305,payments-gateway,major,U0254,U0168,U0143,2026-05-07 18:00:00,2026-05-10 04:00:00,False,False,True,U0168,closed
CHG00306,payments-gateway,normal,U0168,U0049,U0145,2026-06-26 08:00:00,2026-06-27 08:00:00,True,True,True,U0049,closed
CHG00307,card-switch,standard,U0057,U0008,U0003,2026-04-05 11:00:00,2026-04-08 15:00:00,False,False,True,U0008,closed
CHG00308,core-banking,major,U0089,U0283,U0231,2026-04-22 20:00:00,2026-04-23 04:00:00,False,False,True,U0283,closed
CHG00309,core-banking,normal,U0076,U0141,U0261,2026-06-15 07:00:00,2026-06-15 20:00:00,False,False,True,U0141,closed
CHG00310,gl-system,normal,U0080,U0140,U0207,2026-04-20 04:00:00,2026-04-23 11:00:00,False,False,True,U0140,closed
CHG00311,data-warehouse,normal,U0218,U0286,U0034,2026-05-18 04:00:00,2026-05-20 10:00:00,False,False,True,U0286,closed
CHG00312,data-warehouse,major,U0065,U0162,U0162,2026-04-11 11:00:00,2026-04-15 10:00:00,False,False,True,U0265,closed
CHG00313,card-switch,normal,U0231,U0095,U0140,2026-05-14 11:00:00,2026-05-16 11:00:00,False,False,True,U0095,closed
CHG00314,card-switch,normal,U0151,U0168,U0178,2026-06-10 16:00:00,2026-06-12 21:00:00,False,False,True,U0168,closed
CHG00315,payments-gateway,major,U0016,U0285,U0185,2026-04-03 13:00:00,2026-04-04 11:00:00,False,False,True,U0285,closed
CHG00316,data-warehouse,normal,U0105,U0015,U0033,2026-04-14 20:00:00,2026-04-15 00:00:00,True,True,True,U0015,closed
CHG00317,data-warehouse,standard,U0262,U0098,U0282,2026-06-09 10:00:00,2026-06-11 11:00:00,False,False,True,U0098,closed
CHG00318,gl-system,normal,U0006,U0276,U0054,2026-05-19 09:00:00,2026-05-22 19:00:00,False,False,True,U0276,closed
CHG00319,card-switch,major,U0161,U0163,U0133,2026-03-30 06:00:00,2026-04-02 19:00:00,True,True,True,U0163,closed
CHG00320,data-warehouse,normal,U0269,U0071,U0124,2026-05-29 01:00:00,2026-06-01 00:00:00,False,False,True,U0071,closed
CHG00321,core-banking,normal,U0269,U0015,U0040,2026-06-09 03:00:00,2026-06-09 07:00:00,False,False,True,U0015,closed
CHG00322,card-switch,normal,U0274,U0048,U0256,2026-05-13 03:00:00,2026-05-14 11:00:00,False,False,True,U0048,closed
CHG00323,data-warehouse,major,U0211,U0225,U0198,2026-05-31 00:00:00,2026-06-02 22:00:00,False,False,True,U0225,closed
CHG00324,crm,standard,U0024,U0132,U0070,2026-04-08 23:00:00,2026-04-10 18:00:00,False,False,False,,closed
CHG00325,crm,standard,U0283,U0252,U0161,2026-04-28 16:00:00,2026-05-02 01:00:00,False,False,True,U0252,closed
CHG00326,data-warehouse,normal,U0268,,U0023,,2026-04-09 16:00:00,False,False,True,U0073,closed
CHG00327,card-switch,major,U0016,U0172,U0183,2026-05-17 04:00:00,2026-05-19 17:00:00,False,False,True,U0172,closed
CHG00328,payments-gateway,major,U0264,U0151,U0114,2026-04-24 01:00:00,2026-04-27 12:00:00,False,False,True,U0151,closed
CHG00329,gl-system,major,U0111,U0175,U0286,2026-05-12 17:00:00,2026-05-13 14:00:00,False,False,True,U0175,closed
CHG00330,crm,major,U0056,U0010,U0081,2026-05-23 00:00:00,2026-05-25 14:00:00,False,False,True,U0010,closed
CHG00331,payments-gateway,normal,U0283,U0235,U0060,2026-04-07 13:00:00,2026-04-10 09:00:00,False,False,True,U0235,closed
CHG00332,data-warehouse,major,U0013,U0204,U0071,2026-05-05 21:00:00,2026-05-09 14:00:00,True,True,True,U0204,closed
CHG00333,core-banking,major,U0199,U0179,U0053,2026-05-19 08:00:00,2026-05-21 01:00:00,False,False,True,U0179,closed
CHG00334,payments-gateway,normal,U0044,U0206,U0161,2026-06-22 11:00:00,2026-06-24 21:00:00,False,False,True,U0206,closed
CHG00335,data-warehouse,standard,U0166,U0151,U0236,2026-04-10 11:00:00,2026-04-13 10:00:00,True,True,True,U0151,closed
CHG00336,gl-system,normal,U0214,U0286,U0111,2026-05-01 04:00:00,2026-05-03 09:00:00,True,True,True,U0286,closed
CHG00337,crm,normal,U0138,U0257,U0223,2026-06-17 04:00:00,2026-06-17 15:00:00,True,True,True,U0257,closed
CHG00338,core-banking,normal,U0264,U0122,U0045,2026-04-03 17:00:00,2026-04-07 10:00:00,True,True,True,U0122,closed
CHG00339,gl-system,normal,U0014,U0207,U0127,2026-05-29 21:00:00,2026-05-30 02:00:00,False,False,True,U0207,closed
CHG00340,core-banking,major,U0295,U0053,U0084,2026-06-20 21:00:00,2026-06-21 20:00:00,False,False,True,U0053,closed
CHG00341,core-banking,normal,U0005,U0297,U0113,2026-05-20 07:00:00,2026-05-23 07:00:00,False,False,True,U0297,closed
CHG00342,crm,standard,U0144,U0096,U0071,2026-04-11 08:00:00,2026-04-12 07:00:00,False,False,True,U0096,closed
CHG00343,core-banking,normal,U0066,U0236,U0192,2026-05-12 00:00:00,2026-05-14 16:00:00,False,False,True,U0236,closed
CHG00344,gl-system,major,U0170,U0050,U0294,2026-05-31 22:00:00,2026-06-04 18:00:00,False,False,True,U0050,closed
CHG00345,data-warehouse,standard,U0288,U0040,U0014,2026-05-18 12:00:00,2026-05-19 15:00:00,False,False,False,,closed
CHG00346,card-switch,standard,U0107,U0091,U0178,2026-06-11 13:00:00,2026-06-13 21:00:00,False,False,True,U0091,closed
CHG00347,crm,normal,U0002,U0140,U0050,2026-06-02 14:00:00,2026-06-03 20:00:00,False,False,True,U0140,closed
CHG00348,data-warehouse,standard,U0022,U0177,U0151,2026-06-17 14:00:00,2026-06-20 22:00:00,False,False,True,U0177,closed
CHG00349,gl-system,normal,U0286,U0242,U0275,2026-05-16 21:00:00,2026-05-20 17:00:00,False,False,True,U0242,closed
CHG00350,card-switch,normal,U0042,U0077,U0249,2026-05-18 23:00:00,2026-05-22 22:00:00,True,False,True,U0077,closed
CHG00351,payments-gateway,major,U0107,U0102,U0183,2026-04-05 19:00:00,2026-04-07 17:00:00,False,False,True,U0102,closed
CHG00352,data-warehouse,normal,U0144,U0034,U0179,2026-06-03 23:00:00,2026-06-06 02:00:00,False,False,True,U0034,closed
CHG00353,gl-system,normal,U0115,U0077,U0230,2026-05-11 01:00:00,2026-05-12 08:00:00,True,True,True,U0077,closed
CHG00354,card-switch,standard,U0066,U0134,U0245,2026-05-04 19:00:00,2026-05-07 02:00:00,True,True,True,U0134,closed
CHG00355,gl-system,normal,U0076,U0027,U0209,2026-05-23 05:00:00,2026-05-26 03:00:00,False,False,True,U0027,closed
CHG00356,core-banking,major,U0064,U0240,U0126,2026-06-21 08:00:00,2026-06-22 11:00:00,False,False,True,U0240,closed
CHG00357,gl-system,normal,U0124,U0070,U0229,2026-05-24 09:00:00,2026-05-24 14:00:00,False,False,True,U0070,closed
CHG00358,payments-gateway,major,U0122,U0210,U0021,2026-05-03 07:00:00,2026-05-07 04:00:00,False,False,True,U0210,closed
CHG00359,payments-gateway,standard,U0154,U0195,U0138,2026-04-10 10:00:00,2026-04-13 05:00:00,False,False,True,U0195,closed
CHG00360,card-switch,major,U0188,U0099,U0145,2026-06-13 13:00:00,2026-06-15 02:00:00,False,False,True,U0099,closed
CHG00361,payments-gateway,normal,U0216,U0199,U0092,2026-05-05 07:00:00,2026-05-07 02:00:00,False,False,True,U0199,closed
CHG00362,gl-system,normal,U0151,U0129,U0288,2026-05-29 20:00:00,2026-05-31 04:00:00,False,False,True,U0129,closed
CHG00363,payments-gateway,normal,U0043,U0152,U0212,2026-04-16 21:00:00,2026-04-17 07:00:00,False,False,True,U0152,closed
CHG00364,crm,standard,U0260,U0264,U0141,2026-06-17 01:00:00,2026-06-17 10:00:00,True,True,True,U0264,closed
CHG00365,data-warehouse,standard,U0084,U0274,U0168,2026-06-01 06:00:00,2026-06-03 21:00:00,False,False,True,U0274,closed
CHG00366,gl-system,normal,U0252,,U0180,,2026-06-24 06:00:00,False,False,True,U0251,closed
CHG00367,payments-gateway,standard,U0208,U0040,U0295,2026-06-08 11:00:00,2026-06-12 08:00:00,True,True,True,U0040,closed
CHG00368,core-banking,normal,U0206,U0036,U0220,2026-04-15 02:00:00,2026-04-15 10:00:00,False,False,True,U0036,closed
CHG00369,payments-gateway,standard,U0129,U0274,U0071,2026-04-02 04:00:00,2026-04-02 12:00:00,False,False,True,U0274,closed
CHG00370,card-switch,normal,U0253,U0149,U0036,2026-04-22 17:00:00,2026-04-23 03:00:00,False,False,True,U0149,closed
CHG00371,card-switch,normal,U0131,U0113,U0206,2026-05-20 18:00:00,2026-05-23 05:00:00,False,False,True,U0113,closed
CHG00372,gl-system,standard,U0246,U0184,U0094,2026-04-07 13:00:00,2026-04-09 14:00:00,True,True,True,U0184,closed
CHG00373,card-switch,normal,U0144,U0173,U0209,2026-06-16 22:00:00,2026-06-18 13:00:00,False,False,True,U0173,closed
CHG00374,data-warehouse,standard,U0275,U0256,U0216,2026-04-22 00:00:00,2026-04-23 12:00:00,False,False,True,U0256,closed
CHG00375,core-banking,standard,U0101,U0094,U0122,2026-06-11 00:00:00,2026-06-11 18:00:00,False,False,True,U0094,closed
CHG00376,payments-gateway,major,U0022,U0217,U0100,2026-04-12 20:00:00,2026-04-14 23:00:00,False,False,True,U0217,closed
CHG00377,card-switch,standard,U0191,,U0124,,2026-04-16 17:00:00,False,False,True,U0057,closed
CHG00378,card-switch,major,U0285,U0288,U0035,2026-04-06 16:00:00,2026-04-08 13:00:00,False,False,True,U0288,closed
CHG00379,card-switch,normal,U0042,U0177,U0171,2026-05-26 15:00:00,2026-05-27 14:00:00,True,True,True,U0177,closed
CHG00380,payments-gateway,normal,U0091,U0183,U0016,2026-06-10 13:00:00,2026-06-13 03:00:00,False,False,True,U0183,closed
CHG00381,payments-gateway,standard,U0011,U0262,U0145,2026-04-08 18:00:00,2026-04-10 12:00:00,False,False,False,,closed
CHG00382,data-warehouse,normal,U0288,U0171,U0033,2026-05-03 22:00:00,2026-05-07 00:00:00,False,False,True,U0171,closed
CHG00383,data-warehouse,normal,U0019,U0272,U0121,2026-04-20 05:00:00,2026-04-22 07:00:00,False,False,True,U0272,closed
CHG00384,core-banking,major,U0116,U0196,U0145,2026-06-13 09:00:00,2026-06-16 07:00:00,False,False,True,U0196,closed
CHG00385,gl-system,standard,U0167,U0189,U0190,2026-05-07 20:00:00,2026-05-08 01:00:00,False,False,True,U0189,closed
CHG00386,payments-gateway,normal,U0067,U0149,U0298,2026-04-28 10:00:00,2026-04-29 00:00:00,False,False,True,U0149,closed
CHG00387,gl-system,major,U0291,U0166,U0191,2026-05-19 23:00:00,2026-05-22 02:00:00,False,False,True,U0166,closed
CHG00388,payments-gateway,standard,U0067,U0097,U0072,2026-06-02 23:00:00,2026-06-03 08:00:00,False,False,True,U0097,closed
CHG00389,gl-system,standard,U0061,U0199,U0115,2026-06-15 21:00:00,2026-06-17 05:00:00,False,False,True,U0199,closed
CHG00390,crm,major,U0134,U0240,U0110,2026-05-09 18:00:00,2026-05-09 23:00:00,False,False,True,U0240,closed
CHG00391,gl-system,standard,U0106,U0092,U0219,2026-05-11 13:00:00,2026-05-14 15:00:00,False,False,True,U0092,closed
CHG00392,gl-system,normal,U0110,U0097,U0139,2026-05-11 09:00:00,2026-05-13 07:00:00,False,False,True,U0097,closed
CHG00393,payments-gateway,standard,U0183,U0285,U0288,2026-04-02 02:00:00,2026-04-02 15:00:00,False,False,True,U0285,closed
CHG00394,core-banking,major,U0192,U0219,U0067,2026-04-03 02:00:00,2026-04-05 22:00:00,False,False,True,U0219,closed
CHG00395,core-banking,normal,U0251,U0127,U0137,2026-06-02 11:00:00,2026-06-04 14:00:00,False,False,True,U0127,closed
CHG00396,card-switch,standard,U0054,U0297,U0181,2026-04-26 23:00:00,2026-04-27 08:00:00,True,True,True,U0297,closed
CHG00397,card-switch,normal,U0009,,U0073,,2026-04-05 06:00:00,False,False,True,U0153,closed
CHG00398,core-banking,major,U0020,U0113,U0209,2026-05-16 20:00:00,2026-05-17 16:00:00,False,False,True,U0113,closed
CHG00399,payments-gateway,standard,U0017,U0098,U0002,2026-06-19 22:00:00,2026-06-21 19:00:00,False,False,True,U0098,closed
CHG00400,payments-gateway,normal,U0055,U0071,U0061,2026-04-06 17:00:00,2026-04-09 04:00:00,False,False,True,U0071,closed
