ledger_row_id,txn_id,account_id,amount,currency,booked_at,reconciled
LR0000905,T0000905,A00044,952.36,USD,2026-06-07,True
LR0000906,T0000906,A00060,340.04,USD,2026-05-13,True
LR0000907,T0000907,A00362,658.41,USD,2026-05-23,True
LR0000908,T0000908,A00356,3413.61,USD,2026-06-26,True
LR0000909,T0000909,A00249,354.59,USD,2026-05-24,True
LR0000910,T0000910,A00304,471.9,USD,2026-05-10,True
LR0000911,T0000911,A00376,170.13,USD,2026-05-27,True
LR0000912,T0000912,A00020,328.75,USD,2026-05-20,True
LR0000913,T0000913,A00285,394.56,USD,2026-05-17,True
LR0000914,T0000914,A00313,540.25,USD,2026-05-25,True
LR0000915,T0000915,A00204,408.81,USD,2026-05-28,True
LR0000916,T0000916,A00317,31.03,USD,2026-05-21,True
LR0000917,T0000917,A00090,2295.43,USD,2026-06-19,True
LR0000918,T0000918,A00033,306.51,USD,2026-04-16,True
LR0000919,T0000919,A00107,2495.76,USD,2026-05-12,True
LR0000920,T0000920,A00046,85.3,USD,2026-04-15,True
LR0000921,T0000921,A00369,134.59,USD,2026-06-15,True
LR0000922,T0000922,A00268,203.73,USD,2026-04-15,True
LR0000923,T0000923,A00060,152.24,USD,2026-04-04,True
LR0000924,T0000924,A00082,448.61,USD,2026-05-11,True
LR0000925,T0000925,A00022,1245.99,USD,2026-05-03,True
LR0000926,T0000926,A00010,1851.99,USD,2026-04-25,True
LR0000927,T0000927,A00004,140.67,USD,2026-06-01,True
LR0000928,T0000928,A00288,116.98,USD,2026-06-07,True
LR0000929,T0000929,A00371,793.51,USD,2026-05-26,True
LR0000930,T0000930,A00281,61.71,USD,2026-06-18,True
LR0000931,T0000931,A00034,691.63,USD,2026-06-11,True
LR0000932,T0000932,A00034,194.16,USD,2026-05-06,True
LR0000933,T0000933,A00257,145.83,USD,2026-05-15,True
LR0000934,T0000934,A00067,5.26,USD,2026-04-11,True
LR0000935,T0000935,A00029,391.94,USD,2026-06-02,True
LR0000936,T0000936,A00079,1386.64,USD,2026-05-02,True
LR0000937,T0000937,A00294,51.48,USD,2026-05-29,True
LR0000938,T0000938,A00270,401.71,USD,2026-04-09,True
LR0000939,T0000939,A00251,544.2,USD,2026-04-22,True
LR0000940,T0000940,A00117,129.16,USD,2026-05-23,True
LR0000941,T0000941,A00128,494.84,USD,2026-04-27,True
LR0000942,T0000942,A00117,948.66,USD,2026-05-25,True
LR0000943,T0000943,A00375,349.37,USD,2026-04-06,True
LR0000944,T0000944,A00190,586.68,USD,2026-04-13,True
LR0000945,T0000945,A00077,187.68,USD,2026-06-03,True
LR0000946,T0000946,A00114,843.1,USD,2026-05-11,True
LR0000947,T0000947,A00223,24.56,USD,2026-06-21,True
LR0000948,T0000948,A00255,794.86,USD,2026-06-10,True
LR0000949,T0000949,A00051,1517.21,USD,2026-05-06,True
LR0000950,T0000950,A00014,94.5,USD,2026-06-28,True
LR0000951,T0000951,A00132,91.27,USD,2026-06-08,True
LR0000952,T0000952,A00238,2605.61,USD,2026-06-08,True
LR0000953,T0000953,A00335,464.23,USD,2026-04-18,True
LR0000954,T0000954,A00060,32.06,USD,2026-07-01,True
LR0000955,T0000955,A00320,198.96,USD,2026-04-17,True
LR0000956,T0000956,A00011,24.28,USD,2026-04-04,True
LR0000957,T0000957,A00304,197.5,USD,2026-04-30,True
LR0000958,T0000958,A00141,259.81,USD,2026-06-17,True
LR0000959,T0000959,A00040,637.86,USD,2026-06-10,True
LR0000960,T0000960,A00337,281.67,USD,2026-06-17,True
LR0000961,T0000961,A00292,2527.8,USD,2026-04-18,True
LR0000962,T0000962,A00088,317.21,USD,2026-04-27,True
LR0000963,T0000963,A00266,18.73,USD,2026-06-22,True
LR0000964,T0000964,A00074,639.91,USD,2026-04-07,True
LR0000965,T0000965,A00372,314.38,USD,2026-06-28,True
LR0000966,T0000966,A00213,212.89,USD,2026-06-16,True
LR0000967,T0000967,A00381,1184.85,USD,2026-04-05,True
LR0000968,T0000968,A00228,867.38,USD,2026-06-12,True
LR0000969,T0000969,A00182,80.7,USD,2026-04-27,True
LR0000970,T0000970,A00237,395.22,USD,2026-05-31,True
LR0000971,T0000971,A00078,2271.01,USD,2026-05-25,True
LR0000972,T0000972,A00250,301.36,USD,2026-05-18,True
LR0000973,T0000973,A00075,44.59,USD,2026-05-20,True
LR0000974,T0000974,A00232,471.18,USD,2026-06-25,True
LR0000975,T0000975,A00050,175.02,USD,2026-06-18,True
LR0000976,T0000976,A00060,283.24,USD,2026-06-28,True
LR0000977,T0000977,A00058,70.68,USD,2026-04-16,True
LR0000978,T0000978,A00204,433.01,USD,2026-07-01,True
LR0000979,T0000979,A00096,120.09,USD,2026-04-19,True
LR0000980,T0000980,A00086,837.4,USD,2026-04-03,True
LR0000981,T0000981,A00154,1791.76,USD,2026-06-04,True
LR0000982,T0000982,A00200,351.07,USD,2026-05-04,True
LR0000983,T0000983,A00367,71.45,USD,2026-05-04,True
LR0000984,T0000984,A00053,94.02,USD,2026-04-11,True
LR0000985,T0000985,A00239,346.62,USD,2026-07-01,True
LR0000986,T0000986,A00228,422.79,USD,2026-04-23,True
LR0000987,T0000987,A00185,129.39,USD,2026-04-14,True
LR0000988,T0000988,A00313,204.24,USD,2026-04-11,True
LR0000989,T0000989,A00296,609.78,USD,2026-06-28,True
LR0000990,T0000990,A00361,1210.43,USD,2026-05-27,True
LR0000991,T0000991,A00391,267.2,USD,2026-04-21,True
LR0000992,T0000992,A00345,636.72,USD,2026-04-20,True
LR0000993,T0000993,A00142,268.92,USD,2026-06-03,True
LR0000994,T0000994,A00072,419.44,USD,2026-04-05,True
LR0000995,T0000995,A00210,108.66,USD,2026-05-19,True
LR0000996,T0000996,A00181,467.56,USD,2026-05-16,True
LR0000997,T0000997,A00184,1832.54,USD,2026-05-09,True
LR0000998,T0000998,A00003,451.84,USD,2026-04-20,True
LR0000999,T0000999,A00359,486.52,USD,2026-06-03,True
LR0001000,T0001000,A00152,77.74,USD,2026-04-06,True
LR0001001,T0001001,A00220,436.08,USD,2026-05-13,True
LR0001002,T0001002,A00214,15.24,USD,2026-04-26,True
LR0001003,T0001003,A00382,675.5,USD,2026-05-02,True
LR0001004,T0001004,A00294,2025.95,USD,2026-07-01,True
LR0001005,T0001005,A00088,128.65,USD,2026-04-18,True
LR0001006,T0001006,A00111,193.66,USD,2026-04-21,True
LR0001007,T0001007,A00119,1030.86,USD,2026-04-13,True
LR0001008,T0001008,A00163,85.51,USD,2026-06-22,True
LR0001009,T0001009,A00201,520.85,USD,2026-06-13,True
LR0001010,T0001010,A00347,94.55,USD,2026-04-08,True
LR0001011,T0001011,A00092,603.28,USD,2026-04-18,True
LR0001012,T0001012,A00263,192.5,USD,2026-04-14,True
LR0001013,T0001013,A00154,5.72,USD,2026-05-22,True
LR0001014,T0001014,A00226,62.14,USD,2026-06-02,True
LR0001015,T0001015,A00039,237.26,USD,2026-06-12,True
LR0001016,T0001016,A00199,3691.54,USD,2026-05-05,True
LR0001017,T0001017,A00261,192.17,USD,2026-06-08,True
LR0001018,T0001018,A00205,99.19,USD,2026-04-05,True
LR0001019,T0001019,A00010,418.06,USD,2026-04-05,True
LR0001020,T0001020,A00121,3.61,USD,2026-06-02,True
LR0001021,T0001021,A00134,1611.43,USD,2026-06-26,True
LR0001022,T0001022,A00026,640.99,USD,2026-04-25,True
LR0001023,T0001023,A00146,133.32,USD,2026-04-27,True
LR0001024,T0001024,A00232,743.95,USD,2026-06-02,True
LR0001025,T0001025,A00161,412.38,USD,2026-06-26,True
LR0001026,T0001026,A00350,224.48,USD,2026-05-17,True
LR0001027,T0001027,A00207,581.25,USD,2026-04-06,True
LR0001028,T0001028,A00399,239.21,USD,2026-04-08,True
LR0001029,T0001029,A00301,342.71,USD,2026-06-06,True
LR0001030,T0001030,A00039,588.62,USD,2026-05-21,True
LR0001031,T0001031,A00245,159.55,USD,2026-05-29,True
LR0001032,T0001032,A00082,226.62,USD,2026-06-30,True
LR0001033,T0001033,A00149,52.64,USD,2026-05-04,True
LR0001034,T0001034,A00282,44.72,USD,2026-05-17,True
LR0001035,T0001035,A00351,25.04,USD,2026-06-09,True
LR0001036,T0001036,A00223,450.46,USD,2026-06-03,True
LR0001037,T0001037,A00196,174.18,USD,2026-06-09,True
LR0001038,T0001038,A00348,52.05,USD,2026-04-16,True
LR0001039,T0001039,A00271,157.83,USD,2026-05-19,True
LR0001040,T0001040,A00144,61.27,USD,2026-04-20,True
LR0001041,T0001041,A00084,349.57,USD,2026-06-12,True
LR0001042,T0001042,A00231,1076.02,USD,2026-04-23,True
LR0001043,T0001043,A00002,1734.24,USD,2026-04-25,True
LR0001044,T0001044,A00364,217.8,USD,2026-04-30,True
LR0001045,T0001045,A00368,211.12,USD,2026-04-26,True
LR0001046,T0001046,A00267,21.61,USD,2026-04-04,True
LR0001047,T0001047,A00112,34.95,USD,2026-04-22,True
LR0001048,T0001048,A00089,1754.01,USD,2026-06-06,True
LR0001049,T0001049,A00264,344.92,USD,2026-06-02,True
LR0001050,T0001050,A00310,1303.92,USD,2026-06-24,True
LR0001051,T0001051,A00255,19.32,USD,2026-04-30,True
LR0001052,T0001052,A00059,243.15,USD,2026-04-30,True
LR0001053,T0001053,A00376,23.84,USD,2026-06-07,True
LR0001054,T0001054,A00043,12.97,USD,2026-05-05,True
LR0001055,T0001055,A00016,77.23,USD,2026-04-05,True
LR0001056,T0001056,A00136,3470.06,USD,2026-05-29,True
LR0001057,T0001057,A00089,87.5,USD,2026-04-05,True
LR0001058,T0001058,A00197,1558.99,USD,2026-06-30,True
LR0001059,T0001059,A00239,188.48,USD,2026-06-25,True
LR0001060,T0001060,A00275,1514.6,USD,2026-05-29,True
LR0001061,T0001061,A00087,702.01,USD,2026-04-26,True
LR0001062,T0001062,A00316,1712.03,USD,2026-06-16,True
LR0001063,T0001063,A00093,138.83,USD,2026-06-07,True
LR0001064,T0001064,A00257,392.82,USD,2026-06-18,True
LR0001065,T0001065,A00260,319.82,USD,2026-06-21,True
LR0001066,T0001066,A00300,9467.52,USD,2026-04-13,True
LR0001067,T0001067,A00283,951.6,USD,2026-06-14,True
LR0001068,T0001068,A00400,221.09,USD,2026-05-17,True
LR0001069,T0001069,A00082,4659.17,USD,2026-04-26,True
LR0001070,T0001070,A00011,5232.78,USD,2026-05-16,True
LR0001071,T0001071,A00010,109.93,USD,2026-05-30,True
LR0001072,T0001072,A00345,399.9,USD,2026-06-19,True
LR0001073,T0001073,A00327,158.58,USD,2026-04-10,True
LR0001074,T0001074,A00223,29.87,USD,2026-04-08,True
LR0001075,T0001075,A00350,349.54,USD,2026-05-22,True
LR0001076,T0001076,A00156,3.76,USD,2026-05-29,True
LR0001077,T0001077,A00125,302.74,USD,2026-05-06,True
LR0001078,T0001078,A00069,251.47,USD,2026-05-10,True
LR0001079,T0001079,A00159,247.45,USD,2026-06-28,True
LR0001080,T0001080,A00397,200.7,USD,2026-06-24,True
LR0001081,T0001081,A00334,147.8,USD,2026-06-22,True
LR0001082,T0001082,A00245,24.72,USD,2026-05-14,True
LR0001083,T0001083,A00280,38.05,USD,2026-04-22,True
LR0001084,T0001084,A00249,249.63,USD,2026-06-24,True
LR0001085,T0001085,A00046,252.18,USD,2026-05-10,True
LR0001086,T0001086,A00062,901.52,USD,2026-05-23,True
LR0001087,T0001087,A00008,139.07,USD,2026-06-16,True
LR0001088,T0001088,A00329,60.11,USD,2026-04-14,True
LR0001089,T0001089,A00245,174.92,USD,2026-06-04,True
LR0001090,T0001090,A00196,12.42,USD,2026-06-27,False
LR0001091,T0001091,A00129,346.31,USD,2026-05-31,True
LR0001092,T0001092,A00046,602.69,USD,2026-05-27,True
LR0001093,T0001093,A00043,1717.76,USD,2026-06-26,True
LR0001094,T0001094,A00028,397.98,USD,2026-06-09,True
LR0001095,T0001095,A00354,55.7,USD,2026-06-15,True
LR0001096,T0001096,A00393,102.58,USD,2026-06-14,True
LR0001097,T0001097,A00035,208.85,USD,2026-04-08,True
LR0001098,T0001098,A00006,100.9,USD,2026-05-27,True
LR0001099,T0001099,A00006,52.24,USD,2026-05-18,True
LR0001100,T0001100,A00349,115.43,USD,2026-04-10,True
LR0001101,T0001101,A00398,1047.68,USD,2026-06-18,True
LR0001102,T0001102,A00051,455.13,USD,2026-05-21,True
LR0001103,T0001103,A00336,891.27,USD,2026-06-12,True
LR0001104,T0001104,A00278,89.54,USD,2026-05-07,True
LR0001105,T0001105,A00242,1842.48,USD,2026-07-01,True
LR0001106,T0001106,A00087,438.65,USD,2026-04-17,True
LR0001107,T0001107,A00263,474.78,USD,2026-05-08,True
LR0001108,T0001108,A00215,249.49,USD,2026-06-21,True
LR0001109,T0001109,A00172,8.44,USD,2026-06-27,True
LR0001110,T0001110,A00013,1859.19,USD,2026-06-01,True
LR0001111,T0001111,A00101,413.6,USD,2026-05-13,True
LR0001112,T0001112,A00338,64.79,USD,2026-06-28,True
LR0001113,T0001113,A00137,4902.01,USD,2026-04-21,True
LR0001114,T0001114,A00103,276.9,USD,2026-06-23,True
LR0001115,T0001115,A00364,160.2,USD,2026-06-22,True
LR0001116,T0001116,A00312,68.77,USD,2026-06-07,True
LR0001117,T0001117,A00377,111.63,USD,2026-05-14,True
LR0001118,T0001118,A00351,28.39,USD,2026-05-08,True
LR0001119,T0001119,A00028,144.37,USD,2026-06-30,True
LR0001120,T0001120,A00189,225.8,USD,2026-05-23,True
LR0001121,T0001121,A00070,586.08,USD,2026-04-09,True
LR0001122,T0001122,A00385,21.11,USD,2026-06-14,True
LR0001123,T0001123,A00219,87.45,USD,2026-04-06,True
LR0001124,T0001124,A00258,47.88,USD,2026-06-27,True
LR0001125,T0001125,A00349,957.42,USD,2026-05-05,True
LR0001126,T0001126,A00081,693.22,USD,2026-05-19,True
LR0001127,T0001127,A00109,18.61,USD,2026-05-16,True
LR0001128,T0001128,A00175,183.36,USD,2026-06-28,True
LR0001129,T0001129,A00288,1915.36,USD,2026-05-19,True
LR0001130,T0001130,A00116,757.78,USD,2026-06-15,True
LR0001131,T0001131,A00105,166.1,USD,2026-06-10,True
LR0001132,T0001132,A00296,491.23,USD,2026-06-26,True
LR0001133,T0001133,A00024,824.36,USD,2026-06-14,True
LR0001134,T0001134,A00327,3189.0,USD,2026-05-11,True
LR0001135,T0001135,A00343,147.13,USD,2026-06-23,True
LR0001136,T0001136,A00045,1817.24,USD,2026-06-18,True
LR0001137,T0001137,A00249,125.14,USD,2026-06-24,True
LR0001138,T0001138,A00085,116.87,USD,2026-05-29,True
LR0001139,T0001139,A00082,209.08,USD,2026-05-17,True
LR0001140,T0001140,A00017,338.11,USD,2026-06-12,True
LR0001141,T0001141,A00283,777.35,USD,2026-05-11,True
LR0001142,T0001142,A00278,236.27,USD,2026-04-12,True
LR0001143,T0001143,A00105,132.55,USD,2026-05-03,True
LR0001144,T0001144,A00254,81.42,USD,2026-05-05,True
LR0001145,T0001145,A00005,620.32,USD,2026-06-09,True
LR0001146,T0001146,A00094,285.56,USD,2026-05-25,True
LR0001147,T0001147,A00143,408.87,USD,2026-05-13,True
LR0001148,T0001148,A00257,469.93,USD,2026-04-19,True
LR0001149,T0001149,A00267,1905.29,USD,2026-06-08,True
LR0001150,T0001150,A00175,1295.74,USD,2026-04-19,True
LR0001151,T0001151,A00134,771.01,USD,2026-06-20,True
LR0001152,T0001152,A00279,218.67,USD,2026-04-28,True
LR0001153,T0001153,A00181,45.1,USD,2026-04-19,True
LR0001154,T0001154,A00328,138.01,USD,2026-05-17,True
LR0001155,T0001155,A00208,237.94,USD,2026-05-18,True
LR0001156,T0001156,A00074,103.87,USD,2026-05-16,True
LR0001157,T0001157,A00333,596.33,USD,2026-05-15,True
LR0001158,T0001158,A00261,297.06,USD,2026-04-20,True
LR0001159,T0001159,A00325,76.88,USD,2026-04-21,True
LR0001160,T0001160,A00238,1815.1,USD,2026-06-18,True
LR0001161,T0001161,A00336,501.87,USD,2026-06-25,True
LR0001162,T0001162,A00161,311.5,USD,2026-05-12,True
LR0001163,T0001163,A00125,1240.52,USD,2026-05-27,True
LR0001164,T0001164,A00144,89.83,USD,2026-04-09,True
LR0001165,T0001165,A00323,113.11,USD,2026-06-12,True
LR0001166,T0001166,A00388,163.61,USD,2026-04-18,True
LR0001167,T0001167,A00117,563.45,USD,2026-04-21,True
LR0001168,T0001168,A00020,429.27,USD,2026-05-23,True
LR0001169,T0001169,A00021,21573.67,USD,2026-04-17,True
LR0001170,T0001170,A00265,69.61,USD,2026-04-23,True
LR0001171,T0001171,A00239,305.4,USD,2026-06-21,True
LR0001172,T0001172,A00349,186.45,USD,2026-06-18,True
LR0001173,T0001173,A00382,502.47,USD,2026-05-31,True
LR0001174,T0001174,A00368,911.18,USD,2026-04-11,True
LR0001175,T0001175,A00307,374.76,USD,2026-05-21,True
LR0001176,T0001176,A00286,453.14,USD,2026-05-16,True
LR0001177,T0001177,A00235,163.52,USD,2026-05-10,True
LR0001178,T0001178,A00161,2664.89,USD,2026-04-21,True
LR0001179,T0001179,A00025,139.75,USD,2026-04-28,True
LR0001180,T0001180,A00022,3.37,USD,2026-05-15,True
LR0001181,T0001181,A00029,117.04,USD,2026-05-24,True
LR0001182,T0001182,A00264,7599.19,USD,2026-05-07,True
LR0001183,T0001183,A00264,51.63,USD,2026-05-31,True
LR0001184,T0001184,A00307,530.69,USD,2026-05-27,True
LR0001185,T0001185,A00177,88.44,USD,2026-05-10,True
LR0001186,T0001186,A00125,518.93,USD,2026-06-17,True
LR0001187,T0001187,A00273,1272.28,USD,2026-05-21,True
LR0001188,T0001188,A00183,142.42,USD,2026-05-16,True
LR0001189,T0001189,A00371,1622.54,USD,2026-04-05,True
LR0001190,T0001190,A00064,1231.92,USD,2026-04-04,True
LR0001191,T0001191,A00017,422.62,USD,2026-06-20,True
LR0001192,T0001192,A00073,244.42,USD,2026-06-29,True
LR0001193,T0001193,A00296,197.96,USD,2026-04-19,True
LR0001194,T0001194,A00311,86.54,USD,2026-05-31,True
LR0001195,T0001195,A00110,56.09,USD,2026-06-10,True
LR0001196,T0001196,A00102,612.87,USD,2026-06-23,True
LR0001197,T0001197,A00134,437.96,USD,2026-07-01,True
LR0001198,T0001198,A00249,483.9,USD,2026-05-01,True
LR0001199,T0001199,A00102,1111.12,USD,2026-05-30,True
LR0001200,T0001200,A00135,261.74,USD,2026-06-02,True
LR0001201,T0001201,A00126,1757.08,USD,2026-05-14,True
LR0001202,T0001202,A00194,27.6,USD,2026-04-04,True
LR0001203,T0001203,A00047,3345.83,USD,2026-06-24,True
LR0001204,T0001204,A00240,258.85,USD,2026-06-16,True
LR0001205,T0001205,A00393,100.84,USD,2026-06-14,True
LR0001206,T0001206,A00315,231.07,USD,2026-05-21,True
LR0001207,T0001207,A00251,2476.28,USD,2026-04-25,True
LR0001208,T0001208,A00125,107.21,USD,2026-04-04,True
LR0001209,T0001209,A00321,310.52,USD,2026-05-02,True
LR0001210,T0001210,A00064,63.51,USD,2026-06-14,True
LR0001211,T0001211,A00032,474.61,USD,2026-04-27,True
LR0001212,T0001212,A00160,1562.12,USD,2026-06-21,True
LR0001213,T0001213,A00224,404.22,USD,2026-05-05,True
LR0001214,T0001214,A00299,162.92,USD,2026-05-03,True
LR0001215,T0001215,A00270,152.51,USD,2026-06-10,True
LR0001216,T0001216,A00062,316.54,USD,2026-06-25,True
LR0001217,T0001217,A00259,582.23,USD,2026-06-10,True
LR0001218,T0001218,A00016,913.46,USD,2026-05-26,True
LR0001219,T0001219,A00119,63.0,USD,2026-05-21,True
LR0001220,T0001220,A00078,137.21,USD,2026-06-06,True
LR0001221,T0001221,A00284,2053.74,USD,2026-04-13,True
LR0001222,T0001222,A00396,543.03,USD,2026-05-19,True
LR0001223,T0001223,A00013,332.48,USD,2026-05-31,True
LR0001224,T0001224,A00104,809.85,USD,2026-06-23,True
LR0001225,T0001225,A00280,10.23,USD,2026-05-10,True
LR0001226,T0001226,A00290,694.0,USD,2026-04-13,True
LR0001227,T0001227,A00116,9274.75,USD,2026-05-02,True
LR0001228,T0001228,A00399,300.54,USD,2026-06-24,True
LR0001229,T0001229,A00031,399.96,USD,2026-06-27,True
LR0001230,T0001230,A00170,171.32,USD,2026-04-10,True
LR0001231,T0001231,A00015,71.01,USD,2026-06-14,True
LR0001232,T0001232,A00121,134.89,USD,2026-04-21,True
LR0001233,T0001233,A00136,949.06,USD,2026-06-29,True
LR0001234,T0001234,A00216,597.61,USD,2026-04-17,True
LR0001235,T0001235,A00253,79.86,USD,2026-06-26,True
LR0001236,T0001236,A00363,111.6,USD,2026-04-28,True
LR0001237,T0001237,A00311,114.71,USD,2026-04-16,True
LR0001238,T0001238,A00112,341.21,USD,2026-04-05,True
LR0001239,T0001239,A00259,204.85,USD,2026-06-12,True
LR0001240,T0001240,A00300,245.38,USD,2026-04-20,True
LR0001241,T0001241,A00038,60.11,USD,2026-06-20,True
LR0001242,T0001242,A00159,2625.12,USD,2026-05-25,True
LR0001243,T0001243,A00314,411.36,USD,2026-05-18,True
LR0001244,T0001244,A00157,130.1,USD,2026-04-18,True
LR0001245,T0001245,A00353,88.78,USD,2026-06-12,True
LR0001246,T0001246,A00058,157.83,USD,2026-04-08,True
LR0001247,T0001247,A00018,1393.29,USD,2026-05-30,True
LR0001248,T0001248,A00225,2236.04,USD,2026-04-15,True
LR0001249,T0001249,A00326,111.34,USD,2026-04-16,True
LR0001250,T0001250,A00026,146.5,USD,2026-05-06,True
LR0001251,T0001251,A00204,26.03,USD,2026-05-25,True
LR0001252,T0001252,A00261,28.36,USD,2026-04-10,True
LR0001253,T0001253,A00309,326.09,USD,2026-04-04,True
LR0001254,T0001254,A00354,174.14,USD,2026-05-12,True
LR0001255,T0001255,A00017,163.5,USD,2026-06-13,True
LR0001256,T0001256,A00115,135.14,USD,2026-06-12,True
LR0001257,T0001257,A00399,423.83,USD,2026-05-17,True
LR0001258,T0001258,A00186,324.33,USD,2026-06-16,True
LR0001259,T0001259,A00229,1161.43,USD,2026-05-28,True
LR0001260,T0001260,A00163,10320.91,USD,2026-04-30,True
LR0001261,T0001261,A00295,60.42,USD,2026-04-10,True
LR0001262,T0001262,A00291,47.96,USD,2026-05-31,True
LR0001263,T0001263,A00158,2596.89,USD,2026-04-23,True
LR0001264,T0001264,A00328,249.51,USD,2026-06-23,True
LR0001265,T0001265,A00185,837.25,USD,2026-06-11,True
LR0001266,T0001266,A00147,56.23,USD,2026-06-25,True
LR0001267,T0001267,A00362,61.34,USD,2026-05-27,True
LR0001268,T0001268,A00274,910.91,USD,2026-06-20,True
LR0001269,T0001269,A00254,46.95,USD,2026-04-15,True
LR0001270,T0001270,A00026,2019.51,USD,2026-04-23,True
LR0001271,T0001271,A00393,881.79,USD,2026-04-17,True
LR0001272,T0001272,A00232,103.47,USD,2026-06-27,True
LR0001273,T0001273,A00243,2395.36,USD,2026-06-23,True
LR0001274,T0001274,A00199,579.52,USD,2026-04-23,True
LR0001275,T0001275,A00189,204.4,USD,2026-04-15,True
LR0001276,T0001276,A00018,308.97,USD,2026-07-01,True
LR0001277,T0001277,A00305,18.08,USD,2026-05-08,True
LR0001278,T0001278,A00345,41.79,USD,2026-06-25,True
LR0001279,T0001279,A00162,801.01,USD,2026-06-24,True
LR0001280,T0001280,A00175,368.64,USD,2026-04-14,True
LR0001281,T0001281,A00051,2104.71,USD,2026-05-11,True
LR0001282,T0001282,A00329,472.13,USD,2026-04-18,True
LR0001283,T0001283,A00284,50.71,USD,2026-04-04,True
LR0001284,T0001284,A00174,63.8,USD,2026-05-10,True
LR0001285,T0001285,A00390,86.19,USD,2026-07-01,True
LR0001286,T0001286,A00131,119.61,USD,2026-06-11,True
LR0001287,T0001287,A00043,336.37,USD,2026-04-19,True
LR0001288,T0001288,A00184,1430.15,USD,2026-06-27,True
LR0001289,T0001289,A00314,651.64,USD,2026-05-05,True
LR0001290,T0001290,A00128,1584.15,USD,2026-05-28,True
LR0001291,T0001291,A00351,477.05,USD,2026-04-25,True
LR0001292,T0001292,A00059,150.35,USD,2026-04-22,True
LR0001293,T0001293,A00188,38.84,USD,2026-05-27,True
LR0001294,T0001294,A00224,654.4,USD,2026-05-14,True
LR0001295,T0001295,A00363,236.99,USD,2026-05-22,True
LR0001296,T0001296,A00019,820.45,USD,2026-04-19,True
LR0001297,T0001297,A00390,116.12,USD,2026-04-17,True
LR0001298,T0001298,A00007,2663.43,USD,2026-05-02,True
LR0001299,T0001299,A00171,2679.89,USD,2026-06-20,True
LR0001300,T0001300,A00194,79.76,USD,2026-04-12,True
LR0001301,T0001301,A00231,428.68,USD,2026-05-01,True
LR0001302,T0001302,A00273,30.03,USD,2026-04-24,True
LR0001303,T0001303,A00094,85.77,USD,2026-06-14,True
LR0001304,T0001304,A00357,79.6,USD,2026-06-16,True
LR0001305,T0001305,A00192,116.15,USD,2026-04-24,True
LR0001306,T0001306,A00111,184.69,USD,2026-06-12,True
LR0001307,T0001307,A00353,91.06,USD,2026-04-19,True
LR0001308,T0001308,A00218,335.25,USD,2026-06-05,True
LR0001309,T0001309,A00118,31.74,USD,2026-04-05,True
LR0001310,T0001310,A00369,1085.7,USD,2026-06-08,True
LR0001311,T0001311,A00127,61.07,USD,2026-05-21,True
LR0001312,T0001312,A00037,217.12,USD,2026-06-19,True
LR0001313,T0001313,A00195,149.19,USD,2026-05-29,True
LR0001314,T0001314,A00128,1141.78,USD,2026-04-21,True
LR0001315,T0001315,A00094,170.79,USD,2026-04-12,True
LR0001316,T0001316,A00070,2083.19,USD,2026-06-05,True
LR0001317,T0001317,A00290,446.41,USD,2026-05-03,True
LR0001318,T0001318,A00250,73.01,USD,2026-05-17,True
LR0001319,T0001319,A00121,200.66,USD,2026-06-19,True
LR0001320,T0001320,A00395,254.22,USD,2026-04-07,True
LR0001321,T0001321,A00376,756.12,USD,2026-06-19,True
LR0001322,T0001322,A00262,342.4,USD,2026-06-05,True
LR0001323,T0001323,A00082,198.25,USD,2026-06-17,True
LR0001324,T0001324,A00354,92.74,USD,2026-05-08,True
LR0001325,T0001325,A00341,527.76,USD,2026-04-07,True
LR0001326,T0001326,A00281,164.94,USD,2026-05-17,True
LR0001327,T0001327,A00313,98.51,USD,2026-06-03,True
LR0001328,T0001328,A00252,64.07,USD,2026-04-12,True
LR0001329,T0001329,A00260,1136.56,USD,2026-04-09,False
LR0001330,T0001330,A00134,33.79,USD,2026-04-07,True
LR0001331,T0001331,A00318,529.69,USD,2026-05-14,True
LR0001332,T0001332,A00287,278.57,USD,2026-04-04,True
LR0001333,T0001333,A00395,125.81,USD,2026-06-24,True
LR0001334,T0001334,A00043,99.1,USD,2026-06-10,True
LR0001335,T0001335,A00078,277.43,USD,2026-04-09,True
LR0001336,T0001336,A00010,127.43,USD,2026-04-09,True
LR0001337,T0001337,A00021,120.58,USD,2026-04-06,True
LR0001338,T0001338,A00273,1087.38,USD,2026-04-16,True
LR0001339,T0001339,A00097,217.95,USD,2026-06-06,True
LR0001340,T0001340,A00364,273.27,USD,2026-05-17,True
LR0001341,T0001341,A00234,87.97,USD,2026-06-28,True
LR0001342,T0001342,A00285,1088.58,USD,2026-05-09,True
LR0001343,T0001343,A00082,1495.37,USD,2026-05-03,True
LR0001344,T0001344,A00090,367.21,USD,2026-07-01,True
LR0001345,T0001345,A00344,1994.63,USD,2026-04-25,True
LR0001346,T0001346,A00336,126.31,USD,2026-04-14,True
LR0001347,T0001347,A00060,979.47,USD,2026-05-26,True
LR0001348,T0001348,A00211,159.0,USD,2026-06-10,True
LR0001349,T0001349,A00199,137.68,USD,2026-05-31,True
LR0001350,T0001350,A00068,1915.88,USD,2026-05-17,True
LR0001351,T0001351,A00303,162.74,USD,2026-06-29,True
LR0001352,T0001352,A00250,70.94,USD,2026-05-02,True
