settlement_row_id,txn_id,settle_amount,settled_at
SR0001315,T0001315,170.79,2026-04-12
SR0001316,T0001316,2083.19,2026-06-05
SR0001317,T0001317,446.41,2026-05-03
SR0001318,T0001318,73.01,2026-05-17
SR0001319,T0001319,200.66,2026-06-19
SR0001320,T0001320,254.22,2026-04-07
SR0001321,T0001321,756.12,2026-06-19
SR0001322,T0001322,342.4,2026-06-05
SR0001323,T0001323,198.25,2026-06-17
SR0001324,T0001324,92.74,2026-05-08
SR0001325,T0001325,527.76,2026-04-07
SR0001326,T0001326,164.94,2026-05-17
SR0001327,T0001327,98.51,2026-06-03
SR0001328,T0001328,64.07,2026-04-12
SR0001329,T0001329,1136.56,2026-04-09
SR0001330,T0001330,33.79,2026-04-07
SR0001331,T0001331,529.69,2026-05-14
SR0001332,T0001332,278.57,2026-04-04
SR0001333,T0001333,125.81,2026-06-24
SR0001334,T0001334,99.1,2026-06-10
SR0001335,T0001335,277.43,2026-04-09
SR0001336,T0001336,127.43,2026-04-09
SR0001337,T0001337,120.58,2026-04-06
SR0001338,T0001338,1087.38,2026-04-16
SR0001339,T0001339,217.95,2026-06-06
SR0001340,T0001340,273.27,2026-05-17
SR0001341,T0001341,87.97,2026-06-28
SR0001342,T0001342,1088.58,2026-05-09
SR0001343,T0001343,1495.37,2026-05-03
SR0001344,T0001344,367.21,2026-07-01
SR0001345,T0001345,1994.63,2026-04-25
SR0001346,T0001346,126.31,2026-04-14
SR0001347,T0001347,979.47,2026-05-26
SR0001348,T0001348,159.0,2026-06-10
SR0001349,T0001349,137.68,2026-05-31
SR0001350,T0001350,1915.88,2026-05-17
SR0001351,T0001351,162.74,2026-06-29
SR0001352,T0001352,70.94,2026-05-02
SR0001353,T0001353,21.31,2026-05-07
SR0001354,T0001354,273.55,2026-04-20
SR0001355,T0001355,64.29,2026-04-17
SR0001356,T0001356,4292.31,2026-04-21
SR0001357,T0001357,3090.89,2026-05-05
SR0001358,T0001358,4.06,2026-05-05
SR0001359,T0001359,2668.53,2026-06-04
SR0001360,T0001360,90.51,2026-06-04
SR0001361,T0001361,1560.78,2026-04-26
SR0001362,T0001362,1191.69,2026-04-17
SR0001363,T0001363,1768.33,2026-05-09
SR0001364,T0001364,3357.37,2026-06-05
SR0001365,T0001365,53.47,2026-05-24
SR0001366,T0001366,62.53,2026-04-17
SR0001367,T0001367,840.0,2026-04-29
SR0001368,T0001368,316.51,2026-06-07
SR0001369,T0001369,696.79,2026-05-23
SR0001370,T0001370,165.69,2026-05-26
SR0001371,T0001371,933.69,2026-07-01
SR0001372,T0001372,44.08,2026-05-28
SR0001373,T0001373,4208.01,2026-05-10
SR0001374,T0001374,8574.54,2026-04-30
SR0001375,T0001375,21.63,2026-04-28
SR0001376,T0001376,2414.01,2026-05-04
SR0001377,T0001377,23.77,2026-04-21
SR0001378,T0001378,610.76,2026-06-10
SR0001379,T0001379,71.08,2026-06-30
SR0001380,T0001380,514.68,2026-06-04
SR0001381,T0001381,46.98,2026-05-09
SR0001382,T0001382,478.19,2026-04-26
SR0001383,T0001383,208.0,2026-06-06
SR0001384,T0001384,186.36,2026-06-25
SR0001385,T0001385,446.59,2026-06-25
SR0001386,T0001386,24.76,2026-04-11
SR0001387,T0001387,643.61,2026-05-16
SR0001388,T0001388,174.41,2026-04-13
SR0001389,T0001389,30.91,2026-06-13
SR0001390,T0001390,700.17,2026-06-30
SR0001391,T0001391,113.17,2026-05-04
SR0001392,T0001392,250.98,2026-04-23
SR0001393,T0001393,427.43,2026-05-20
SR0001394,T0001394,245.62,2026-07-01
SR0001395,T0001395,258.34,2026-04-28
SR0001396,T0001396,616.72,2026-06-04
SR0001397,T0001397,183.87,2026-06-17
SR0001398,T0001398,1132.28,2026-06-08
SR0001399,T0001399,1347.2,2026-07-01
SR0001400,T0001400,119.18,2026-04-22
SR0001401,T0001401,123.44,2026-05-21
SR0001402,T0001402,649.29,2026-06-19
SR0001403,T0001403,2819.6,2026-04-16
SR0001404,T0001404,1256.57,2026-06-05
SR0001405,T0001405,76.9,2026-05-19
SR0001406,T0001406,179.8,2026-04-27
SR0001407,T0001407,86.12,2026-05-09
SR0001408,T0001408,2115.03,2026-06-29
SR0001409,T0001409,489.48,2026-05-18
SR0001410,T0001410,66.52,2026-06-07
SR0001411,T0001411,146.57,2026-04-13
SR0001412,T0001412,72.11,2026-04-03
SR0001413,T0001413,154.52,2026-05-09
SR0001414,T0001414,597.71,2026-04-15
SR0001415,T0001415,113.56,2026-05-10
SR0001416,T0001416,308.05,2026-05-04
SR0001417,T0001417,417.31,2026-06-06
SR0001418,T0001418,18.65,2026-05-24
SR0001419,T0001419,24.89,2026-06-11
SR0001420,T0001420,138.26,2026-04-26
SR0001421,T0001421,77.67,2026-04-23
SR0001422,T0001422,481.28,2026-05-25
SR0001423,T0001423,166.36,2026-06-03
SR0001424,T0001424,737.85,2026-06-25
SR0001425,T0001425,544.89,2026-06-08
SR0001426,T0001426,902.9,2026-05-17
SR0001427,T0001427,129.12,2026-04-13
SR0001428,T0001428,198.64,2026-05-04
SR0001429,T0001429,4495.84,2026-05-16
SR0001430,T0001430,62.36,2026-05-10
SR0001431,T0001431,689.2,2026-05-29
SR0001432,T0001432,1113.93,2026-05-16
SR0001433,T0001433,525.28,2026-04-12
SR0001434,T0001434,946.15,2026-04-04
SR0001435,T0001435,270.51,2026-06-06
SR0001436,T0001436,531.76,2026-07-01
SR0001437,T0001437,369.26,2026-06-07
SR0001438,T0001438,37.65,2026-05-27
SR0001439,T0001439,199.37,2026-04-03
SR0001440,T0001440,32.23,2026-06-18
SR0001441,T0001441,655.53,2026-04-13
SR0001442,T0001442,369.56,2026-05-28
SR0001443,T0001443,1026.93,2026-04-23
SR0001444,T0001444,54.99,2026-05-31
SR0001445,T0001445,310.53,2026-04-25
SR0001446,T0001446,325.65,2026-06-27
SR0001447,T0001447,4520.5,2026-06-11
SR0001448,T0001448,206.15,2026-06-19
SR0001449,T0001449,125.05,2026-04-22
SR0001450,T0001450,282.81,2026-04-23
SR0001451,T0001451,2730.54,2026-06-23
SR0001452,T0001452,898.94,2026-05-26
SR0001453,T0001453,674.41,2026-05-07
SR0001454,T0001454,195.12,2026-04-11
SR0001455,T0001455,198.65,2026-05-16
SR0001456,T0001456,2183.12,2026-04-03
SR0001457,T0001457,150.42,2026-04-24
SR0001458,T0001458,134.7,2026-04-13
SR0001459,T0001459,25.77,2026-04-05
SR0001460,T0001460,30.56,2026-05-04
SR0001461,T0001461,1328.76,2026-04-30
SR0001462,T0001462,15.86,2026-05-12
SR0001463,T0001463,2577.47,2026-04-16
SR0001464,T0001464,189.02,2026-04-26
SR0001465,T0001465,453.04,2026-05-26
SR0001466,T0001466,1196.0,2026-07-01
SR0001467,T0001467,116.33,2026-04-11
SR0001468,T0001468,625.46,2026-06-21
SR0001469,T0001469,64.52,2026-04-19
SR0001470,T0001470,110.25,2026-06-28
SR0001471,T0001471,499.05,2026-04-30
SR0001472,T0001472,484.53,2026-04-19
SR0001473,T0001473,448.36,2026-06-10
SR0001474,T0001474,2139.5,2026-06-18
SR0001475,T0001475,273.01,2026-04-30
SR0001476,T0001476,2569.15,2026-04-10
SR0001477,T0001477,294.25,2026-06-10
SR0001478,T0001478,629.21,2026-05-08
SR0001479,T0001479,754.53,2026-04-03
SR0001480,T0001480,133.34,2026-04-03
SR0001481,T0001481,362.98,2026-05-05
SR0001482,T0001482,35.39,2026-04-27
SR0001483,T0001483,314.69,2026-05-20
SR0001484,T0001484,298.32,2026-06-24
SR0001485,T0001485,574.13,2026-05-07
SR0001486,T0001486,227.39,2026-05-19
SR0001487,T0001487,3291.31,2026-06-10
SR0001488,T0001488,25.08,2026-06-16
SR0001489,T0001489,52.19,2026-04-17
SR0001490,T0001490,70.83,2026-06-24
SR0001491,T0001491,255.65,2026-04-25
SR0001492,T0001492,90.82,2026-05-09
SR0001493,T0001493,52.44,2026-06-14
SR0001494,T0001494,133.45,2026-05-30
SR0001495,T0001495,34.4,2026-06-23
SR0001496,T0001496,449.77,2026-05-22
SR0001497,T0001497,415.44,2026-05-09
SR0001498,T0001498,45.76,2026-05-22
SR0001499,T0001499,915.39,2026-05-13
SR0001500,T0001500,41.77,2026-06-22
SR0001501,T0001501,127.06,2026-05-24
SR0001502,T0001502,370.95,2026-07-01
SR0001503,T0001503,296.36,2026-04-24
SR0001504,T0001504,30.32,2026-04-10
SR0001505,T0001505,504.46,2026-06-29
SR0001506,T0001506,253.01,2026-05-31
SR0001507,T0001507,3836.29,2026-05-20
SR0001508,T0001508,622.03,2026-06-26
SR0001509,T0001509,2284.49,2026-04-21
SR0001510,T0001510,72.28,2026-05-29
SR0001511,T0001511,29.7,2026-05-06
SR0001512,T0001512,1729.85,2026-05-01
SR0001513,T0001513,440.28,2026-05-20
SR0001514,T0001514,3496.05,2026-05-13
SR0001515,T0001515,1305.59,2026-06-27
SR0001516,T0001516,1206.55,2026-06-06
SR0001517,T0001517,511.93,2026-06-02
SR0001518,T0001518,81.52,2026-06-07
SR0001519,T0001519,65.67,2026-05-12
SR0001520,T0001520,15.84,2026-05-06
SR0001521,T0001521,129.93,2026-05-08
SR0001522,T0001522,266.53,2026-05-28
SR0001523,T0001523,234.94,2026-06-03
SR0001524,T0001524,276.75,2026-05-08
SR0001525,T0001525,13.74,2026-04-14
SR0001526,T0001526,356.74,2026-06-10
SR0001527,T0001527,2299.19,2026-06-22
SR0001528,T0001528,88.74,2026-05-31
SR0001529,T0001529,36.3,2026-06-10
SR0001530,T0001530,29.86,2026-04-18
SR0001531,T0001531,111.52,2026-04-16
SR0001532,T0001532,159.61,2026-05-13
SR0001533,T0001533,351.37,2026-05-27
SR0001534,T0001534,792.28,2026-05-27
SR0001535,T0001535,69.66,2026-06-08
SR0001536,T0001536,130.21,2026-06-13
SR0001537,T0001537,27.05,2026-05-14
SR0001538,T0001538,596.36,2026-05-08
SR0001539,T0001539,155.28,2026-05-11
SR0001540,T0001540,191.45,2026-05-26
SR0001541,T0001541,1659.65,2026-04-21
SR0001542,T0001542,308.5,2026-06-03
SR0001543,T0001543,2847.23,2026-04-28
SR0001544,T0001544,756.68,2026-05-05
SR0001545,T0001545,145.93,2026-05-30
SR0001546,T0001546,55.73,2026-05-10
SR0001547,T0001547,212.7,2026-06-12
SR0001548,T0001548,1108.94,2026-06-12
SR0001549,T0001549,38.01,2026-05-29
SR0001550,T0001550,113.99,2026-04-23
SR0001551,T0001551,83.12,2026-04-22
SR0001552,T0001552,147.48,2026-04-23
SR0001553,T0001553,465.41,2026-05-28
SR0001554,T0001554,352.34,2026-05-08
SR0001555,T0001555,342.56,2026-04-04
SR0001556,T0001556,37.98,2026-05-08
SR0001557,T0001557,723.21,2026-04-23
SR0001558,T0001558,1082.72,2026-06-05
SR0001559,T0001559,191.85,2026-05-06
SR0001560,T0001560,76.66,2026-05-27
SR0001561,T0001561,841.39,2026-04-13
SR0001562,T0001562,1749.71,2026-04-15
SR0001563,T0001563,457.36,2026-04-20
SR0001564,T0001564,97.48,2026-04-17
SR0001565,T0001565,61.03,2026-05-14
SR0001566,T0001566,596.15,2026-04-15
SR0001567,T0001567,30.19,2026-06-28
SR0001568,T0001568,38.25,2026-04-16
SR0001569,T0001569,362.98,2026-05-09
SR0001570,T0001570,2431.64,2026-04-17
SR0001571,T0001571,1351.82,2026-04-27
SR0001572,T0001572,460.23,2026-05-20
SR0001573,T0001573,14.51,2026-04-20
SR0001574,T0001574,8.67,2026-05-31
SR0001575,T0001575,211.98,2026-05-21
SR0001576,T0001576,3198.53,2026-04-06
SR0001577,T0001577,77.56,2026-05-13
SR0001578,T0001578,904.52,2026-04-24
SR0001579,T0001579,416.72,2026-05-25
SR0001580,T0001580,121.1,2026-06-30
SR0001581,T0001581,152.16,2026-04-03
SR0001582,T0001582,25.6,2026-06-17
SR0001583,T0001583,500.47,2026-05-11
SR0001584,T0001584,108.1,2026-05-01
SR0001585,T0001585,887.24,2026-04-16
SR0001586,T0001586,197.23,2026-04-24
SR0001587,T0001587,178.6,2026-04-19
SR0001588,T0001588,14.01,2026-06-22
SR0001589,T0001589,404.84,2026-05-31
SR0001590,T0001590,552.86,2026-05-12
SR0001591,T0001591,1575.55,2026-04-17
SR0001592,T0001592,82.86,2026-05-12
SR0001593,T0001593,391.9,2026-04-09
SR0001594,T0001594,473.27,2026-05-26
SR0001595,T0001595,45.29,2026-05-29
SR0001596,T0001596,112.55,2026-05-13
SR0001597,T0001597,55.93,2026-06-21
SR0001598,T0001598,57.73,2026-06-27
SR0001599,T0001599,155.37,2026-06-05
SR0001600,T0001600,102.59,2026-05-25
SR0001601,T0001601,264.02,2026-05-28
SR0001602,T0001602,650.12,2026-06-16
SR0001603,T0001603,619.61,2026-04-17
SR0001604,T0001604,813.41,2026-05-07
SR0001605,T0001605,186.44,2026-05-23
SR0001606,T0001606,131.49,2026-05-13
SR0001607,T0001607,48.26,2026-05-02
SR0001608,T0001608,720.14,2026-07-01
SR0001609,T0001609,1060.98,2026-04-10
SR0001610,T0001610,1562.71,2026-04-06
SR0001611,T0001611,419.89,2026-06-20
SR0001612,T0001612,140.69,2026-05-26
SR0001613,T0001613,59.09,2026-04-17
SR0001614,T0001614,41.4,2026-06-12
SR0001615,T0001615,17.35,2026-05-16
SR0001616,T0001616,1140.6,2026-05-18
SR0001617,T0001617,461.9,2026-04-28
SR0001618,T0001618,7119.38,2026-05-07
SR0001619,T0001619,228.45,2026-06-26
SR0001620,T0001620,293.0,2026-04-07
SR0001621,T0001621,448.81,2026-04-17
SR0001622,T0001622,624.89,2026-04-07
SR0001623,T0001623,105.05,2026-06-26
SR0001624,T0001624,255.03,2026-04-28
SR0001625,T0001625,852.72,2026-05-20
SR0001626,T0001626,2505.85,2026-04-25
SR0001627,T0001627,75.11,2026-05-29
SR0001628,T0001628,355.25,2026-05-31
SR0001629,T0001629,307.56,2026-05-22
SR0001630,T0001630,183.58,2026-06-02
SR0001631,T0001631,1114.09,2026-04-10
SR0001632,T0001632,6582.39,2026-05-30
SR0001633,T0001633,451.66,2026-06-05
SR0001634,T0001634,90.59,2026-05-28
SR0001635,T0001635,36.73,2026-06-06
SR0001636,T0001636,243.95,2026-05-09
SR0001637,T0001637,1013.49,2026-06-29
SR0001638,T0001638,202.21,2026-05-16
SR0001639,T0001639,388.73,2026-04-25
SR0001640,T0001640,4171.36,2026-05-31
SR0001641,T0001641,670.15,2026-06-05
SR0001642,T0001642,292.75,2026-04-23
SR0001643,T0001643,41.14,2026-06-14
SR0001644,T0001644,834.17,2026-04-04
SR0001645,T0001645,590.77,2026-04-11
SR0001646,T0001646,859.09,2026-05-14
SR0001647,T0001647,46.8,2026-06-29
SR0001648,T0001648,258.72,2026-05-31
SR0001650,T0001650,34.66,2026-04-25
SR0001651,T0001651,325.44,2026-06-29
SR0001652,T0001652,1237.36,2026-06-15
SR0001653,T0001653,110.11,2026-05-06
SR0001654,T0001654,1191.73,2026-05-09
SR0001655,T0001655,281.04,2026-06-24
SR0001656,T0001656,309.59,2026-06-06
SR0001657,T0001657,1072.55,2026-05-26
SR0001658,T0001658,103.96,2026-06-14
SR0001659,T0001659,44.26,2026-05-10
SR0001660,T0001660,186.45,2026-05-15
SR0001661,T0001661,428.08,2026-05-04
SR0001662,T0001662,441.36,2026-06-21
SR0001663,T0001663,420.74,2026-05-09
SR0001664,T0001664,95.4,2026-05-14
SR0001665,T0001665,526.08,2026-05-04
SR0001666,T0001666,233.44,2026-04-15
SR0001667,T0001667,2292.58,2026-04-16
SR0001668,T0001668,939.26,2026-04-26
SR0001669,T0001669,559.4,2026-06-07
SR0001670,T0001670,209.81,2026-05-05
SR0001671,T0001671,164.29,2026-06-20
SR0001672,T0001672,196.93,2026-06-25
SR0001673,T0001673,397.53,2026-05-21
SR0001674,T0001674,1064.16,2026-06-24
SR0001675,T0001675,34.71,2026-05-08
SR0001676,T0001676,134.08,2026-04-19
SR0001677,T0001677,1548.65,2026-06-11
SR0001678,T0001678,121.71,2026-04-22
SR0001679,T0001679,82.71,2026-06-19
SR0001680,T0001680,1206.1,2026-06-19
SR0001681,T0001681,545.81,2026-06-18
SR0001682,T0001682,368.43,2026-05-19
SR0001683,T0001683,635.14,2026-05-26
SR0001684,T0001684,181.63,2026-04-06
SR0001685,T0001685,283.77,2026-05-09
SR0001686,T0001686,308.21,2026-04-20
SR0001687,T0001687,171.47,2026-06-17
SR0001688,T0001688,170.02,2026-05-22
SR0001689,T0001689,79.08,2026-06-27
SR0001690,T0001690,134.21,2026-05-24
SR0001691,T0001691,146.25,2026-05-21
SR0001692,T0001692,19.78,2026-05-19
SR0001693,T0001693,628.02,2026-04-04
SR0001694,T0001694,392.84,2026-06-29
SR0001695,T0001695,2156.66,2026-05-04
SR0001696,T0001696,42.72,2026-05-05
SR0001697,T0001697,65.4,2026-04-12
SR0001698,T0001698,1001.27,2026-05-24
SR0001699,T0001699,49.72,2026-04-10
SR0001700,T0001700,252.92,2026-06-22
SR0001701,T0001701,191.64,2026-04-13
SR0001702,T0001702,2305.48,2026-06-30
SR0001703,T0001703,250.86,2026-06-21
SR0001704,T0001704,249.52,2026-05-07
SR0001705,T0001705,367.16,2026-05-20
SR0001706,T0001706,80.78,2026-05-09
SR0001707,T0001707,132.26,2026-05-27
SR0001708,T0001708,57.86,2026-04-23
SR0001709,T0001709,669.12,2026-04-28
SR0001710,T0001710,710.08,2026-06-21
SR0001711,T0001711,82.66,2026-05-03
SR0001712,T0001712,188.2,2026-06-26
SR0001713,T0001713,337.22,2026-04-12
SR0001714,T0001714,38.79,2026-04-17
SR0001715,T0001715,570.13,2026-06-14
SR0001716,T0001716,60.34,2026-06-21
SR0001717,T0001717,25.27,2026-06-30
SR0001718,T0001718,293.3,2026-06-21
SR0001719,T0001719,630.06,2026-04-20
SR0001720,T0001720,950.2,2026-04-08
SR0001721,T0001721,515.25,2026-05-10
SR0001722,T0001722,104.01,2026-06-20
SR0001723,T0001723,3593.22,2026-05-17
SR0001724,T0001724,295.35,2026-05-21
SR0001725,T0001725,73.85,2026-04-18
SR0001726,T0001726,1047.18,2026-04-13
SR0001727,T0001727,405.64,2026-05-03
SR0001728,T0001728,4648.83,2026-06-08
SR0001729,T0001729,2359.02,2026-04-13
SR0001730,T0001730,155.12,2026-05-22
SR0001731,T0001731,48.93,2026-05-14
SR0001732,T0001732,134.46,2026-04-04
SR0001733,T0001733,10.59,2026-05-02
SR0001734,T0001734,284.16,2026-06-05
SR0001735,T0001735,1069.79,2026-05-05
SR0001736,T0001736,279.84,2026-04-24
SR0001737,T0001737,528.74,2026-06-05
SR0001738,T0001738,797.13,2026-05-05
SR0001739,T0001739,2189.78,2026-04-03
SR0001740,T0001740,341.01,2026-04-28
SR0001741,T0001741,199.35,2026-05-30
SR0001742,T0001742,121.62,2026-05-29
SR0001743,T0001743,2549.33,2026-06-09
SR0001744,T0001744,118.18,2026-04-28
SR0001745,T0001745,3614.96,2026-04-07
SR0001746,T0001746,170.37,2026-05-11
SR0001748,T0001748,492.1,2026-04-14
SR0001749,T0001749,381.46,2026-06-29
SR0001750,T0001750,26.52,2026-06-06
SR0001751,T0001751,718.48,2026-05-18
SR0001752,T0001752,20.53,2026-06-24
SR0001753,T0001753,3427.07,2026-04-13
SR0001754,T0001754,37.04,2026-06-02
SR0001755,T0001755,408.68,2026-06-07
SR0001756,T0001756,577.85,2026-04-25
SR0001757,T0001757,1041.57,2026-04-24
SR0001758,T0001758,36.25,2026-05-16
SR0001759,T0001759,561.81,2026-05-19
SR0001760,T0001760,60.47,2026-05-14
SR0001761,T0001761,384.09,2026-05-13
SR0001762,T0001762,17.97,2026-06-18
SR0001763,T0001763,563.17,2026-06-22
SR0001764,T0001764,1686.56,2026-06-18
SR0001765,T0001765,181.74,2026-05-31
SR0001766,T0001766,307.82,2026-06-18
SR0001767,T0001767,642.36,2026-04-14
SR0001768,T0001768,435.22,2026-05-22
SR0001769,T0001769,28.83,2026-04-07
SR0001770,T0001770,48.97,2026-05-14
SR0001771,T0001771,153.53,2026-04-27
SR0001772,T0001772,317.32,2026-04-08
SR0001773,T0001773,139.26,2026-06-29
SR0001774,T0001774,309.79,2026-06-03
SR0001775,T0001775,1110.68,2026-05-09
SR0001776,T0001776,163.07,2026-06-22
SR0001777,T0001777,57.72,2026-07-01
SR0001778,T0001778,543.26,2026-05-21
SR0001779,T0001779,1504.91,2026-06-16
SR0001780,T0001780,404.07,2026-05-15
SR0001781,T0001781,140.63,2026-05-22
SR0001782,T0001782,211.69,2026-05-09
SR0001783,T0001783,137.98,2026-05-11
SR0001784,T0001784,405.57,2026-04-14
SR0001785,T0001785,14.13,2026-06-11
SR0001786,T0001786,309.3,2026-05-24
SR0001787,T0001787,211.59,2026-04-18
SR0001788,T0001788,953.48,2026-06-27
SR0001789,T0001789,37.06,2026-05-19
SR0001790,T0001790,54.11,2026-04-12
SR0001791,T0001791,443.34,2026-04-07
SR0001792,T0001792,1674.24,2026-05-26
SR0001793,T0001793,220.98,2026-04-24
SR0001794,T0001794,195.56,2026-06-29
SR0001795,T0001795,90.4,2026-06-30
SR0001796,T0001796,285.48,2026-06-06
SR0001797,T0001797,70.06,2026-06-15
SR0001798,T0001798,42.16,2026-05-22
SR0001799,T0001799,576.54,2026-05-14
SR0001800,T0001800,79.86,2026-04-08
SR0001801,T0001801,688.13,2026-07-01
SR0001802,T0001802,247.56,2026-06-28
SR0001803,T0001803,1062.68,2026-06-28
SR0001804,T0001804,59.29,2026-04-14
SR0001805,T0001805,824.48,2026-06-10
SR0001806,T0001806,273.57,2026-06-23
SR0001807,T0001807,34.11,2026-06-05
SR0001808,T0001808,98.74,2026-05-04
SR0001809,T0001809,102.92,2026-06-03
SR0001810,T0001810,468.8,2026-06-18
SR0001811,T0001811,71.08,2026-05-24
SR0001812,T0001812,48.1,2026-06-01
SR0001813,T0001813,153.55,2026-06-10
SR0001814,T0001814,984.5,2026-04-15
SR0001815,T0001815,321.87,2026-05-18
SR0001816,T0001816,180.56,2026-05-09
SR0001817,T0001817,613.84,2026-06-09
SR0001818,T0001818,69.2,2026-04-17
SR0001819,T0001819,3308.75,2026-04-12
SR0001820,T0001820,2769.03,2026-06-09
SR0001821,T0001821,139.45,2026-04-30
SR0001822,T0001822,304.41,2026-05-19
SR0001823,T0001823,228.39,2026-05-05
SR0001824,T0001824,127.67,2026-06-13
SR0001825,T0001825,957.55,2026-04-06
SR0001826,T0001826,34.2,2026-04-16
SR0001827,T0001827,157.39,2026-05-22
SR0001828,T0001828,539.87,2026-05-13
SR0001829,T0001829,2333.97,2026-05-20
SR0001830,T0001830,1772.8,2026-05-15
SR0001831,T0001831,100.73,2026-06-03
SR0001832,T0001832,87.7,2026-06-06
SR0001833,T0001833,146.25,2026-06-18
SR0001834,T0001834,1946.1,2026-06-22
SR0001835,T0001835,462.05,2026-04-06
SR0001836,T0001836,14115.71,2026-05-15
SR0001837,T0001837,634.53,2026-05-13
SR0001838,T0001838,2771.31,2026-06-18
SR0001839,T0001839,230.01,2026-05-12
SR0001840,T0001840,82.94,2026-06-25
SR0001841,T0001841,7573.43,2026-05-09
SR0001842,T0001842,41.24,2026-04-28
SR0001843,T0001843,385.91,2026-05-05
SR0001844,T0001844,310.03,2026-04-28
SR0001845,T0001845,114.65,2026-06-15
SR0001846,T0001846,434.22,2026-06-28
SR0001847,T0001847,212.42,2026-05-02
SR0001848,T0001848,77.71,2026-04-19
SR0001849,T0001849,43.22,2026-06-26
SR0001850,T0001850,485.43,2026-04-10
SR0001851,T0001851,87.47,2026-05-04
SR0001852,T0001852,126.1,2026-04-14
SR0001853,T0001853,82.52,2026-05-17
SR0001854,T0001854,85.7,2026-06-12
SR0001855,T0001855,212.31,2026-05-16
SR0001856,T0001856,45.79,2026-04-24
SR0001857,T0001857,168.21,2026-04-10
SR0001858,T0001858,583.21,2026-05-01
SR0001859,T0001859,611.83,2026-05-24
SR0001860,T0001860,129.39,2026-05-02
SR0001861,T0001861,93.59,2026-05-27
SR0001862,T0001862,1376.34,2026-06-23
SR0001863,T0001863,460.41,2026-06-01
SR0001864,T0001864,536.19,2026-05-24
SR0001865,T0001865,1513.81,2026-05-25
SR0001866,T0001866,1130.55,2026-07-01
SR0001867,T0001867,899.43,2026-06-08
SR0001868,T0001868,21.97,2026-04-04
SR0001869,T0001869,117.52,2026-04-03
SR0001870,T0001870,39.24,2026-06-10
SR0001871,T0001871,1729.91,2026-05-31
SR0001872,T0001872,159.64,2026-04-06
SR0001873,T0001873,89.98,2026-06-14
SR0001874,T0001874,404.73,2026-04-23
SR0001875,T0001875,631.17,2026-05-14
SR0001876,T0001876,510.18,2026-06-12
SR0001877,T0001877,268.74,2026-04-16
SR0001878,T0001878,1402.73,2026-05-24
SR0001879,T0001879,164.31,2026-06-04
SR0001880,T0001880,31.96,2026-05-09
SR0001881,T0001881,151.14,2026-05-16
SR0001882,T0001882,143.11,2026-06-28
SR0001883,T0001883,644.81,2026-06-16
SR0001884,T0001884,970.73,2026-05-13
SR0001885,T0001885,91.24,2026-04-25
SR0001886,T0001886,13.1,2026-05-31
SR0001887,T0001887,4172.15,2026-04-10
SR0001888,T0001888,350.41,2026-06-24
SR0001889,T0001889,14.89,2026-05-25
SR0001890,T0001890,26.98,2026-04-30
SR0001891,T0001891,366.46,2026-06-18
SR0001892,T0001892,129.88,2026-05-12
SR0001893,T0001893,1517.33,2026-04-03
SR0001894,T0001894,130.57,2026-04-19
SR0001895,T0001895,241.03,2026-05-29
SR0001896,T0001896,115.58,2026-04-11
SR0001897,T0001897,220.93,2026-04-21
SR0001898,T0001898,292.19,2026-06-14
SR0001899,T0001899,1751.43,2026-05-03
SR0001900,T0001900,409.87,2026-05-03
SR0001901,T0001901,303.03,2026-06-02
SR0001902,T0001902,764.45,2026-06-03
SR0001903,T0001903,1689.25,2026-06-11
SR0001904,T0001904,41.79,2026-05-12
SR0001905,T0001905,106.59,2026-06-21
SR0001906,T0001906,359.34,2026-06-18
SR0001907,T0001907,269.47,2026-04-19
SR0001908,T0001908,114.29,2026-06-09
SR0001909,T0001909,17.44,2026-05-07
SR0001910,T0001910,181.49,2026-04-19
SR0001911,T0001911,456.67,2026-06-30
SR0001912,T0001912,2239.35,2026-06-13
SR0001913,T0001913,281.06,2026-06-28
SR0001914,T0001914,272.97,2026-05-28
SR0001915,T0001915,90.22,2026-06-05
SR0001916,T0001916,271.01,2026-04-16
SR0001917,T0001917,134.64,2026-04-18
SR0001918,T0001918,596.02,2026-06-08
SR0001919,T0001919,512.23,2026-06-03
SR0001920,T0001920,1956.5,2026-05-15
SR0001921,T0001921,401.56,2026-05-13
SR0001922,T0001922,575.76,2026-06-16
SR0001923,T0001923,39.69,2026-05-01
SR0001924,T0001924,434.24,2026-06-13
SR0001925,T0001925,761.42,2026-04-11
SR0001926,T0001926,317.62,2026-06-10
SR0001927,T0001927,254.13,2026-04-05
SR0001928,T0001928,210.81,2026-06-06
SR0001929,T0001929,2709.29,2026-06-03
SR0001930,T0001930,27.67,2026-06-22
SR0001931,T0001931,1570.14,2026-06-30
SR0001932,T0001932,475.57,2026-05-10
SR0001933,T0001933,136.41,2026-04-18
SR0001934,T0001934,575.08,2026-05-23
SR0001935,T0001935,481.74,2026-06-24
SR0001936,T0001936,67.75,2026-06-30
SR0001937,T0001937,1192.0,2026-05-02
SR0001938,T0001938,362.02,2026-06-28
SR0001939,T0001939,90.76,2026-06-29
SR0001940,T0001940,2345.63,2026-04-25
SR0001941,T0001941,634.87,2026-05-01
SR0001942,T0001942,469.16,2026-04-18
SR0001943,T0001943,1165.4,2026-05-18
SR0001944,T0001944,283.04,2026-04-04
SR0001945,T0001945,912.5,2026-06-27
SR0001946,T0001946,836.96,2026-06-27
